IA08000,0000080,HEL,LHR,34,,256,290,85900,14764,33,,217,15444,,33635,JUN2000,35900,25848
IA10802,0000108,AKL,WLG,12,,138,150,36900,14768,10,,112,1270,,4704,JUN2000,12500,2500
IA06100,0000061,CDG,LIS,14,,125,139,39700,14771,11,,108,4059,,13284,JUN2000,15900,9063
IA04000,0000040,MCI,RDU,12,,138,150,36900,14775,12,,115,4464,,14260,JUN2000,11500,6555
IA10305,0000103,SYD,CBR,12,,138,150,36900,14779,11,,121,704,,2541,JUN2000,10500,1050
IA10501,0000105,CBR,WLG,28,52,157,237,85900,14782,25,40,133,14900,16280,26334,JUN2000,46300,42596
IA05204,0000052,GVA,LHR,14,,125,139,39700,14785,11,,116,2090,,7308,JUN2000,14300,4147
IA10800,0000108,AKL,WLG,12,,138,150,36900,14789,11,,122,1397,,5124,JUN2000,10300,2060
IA05704,0000057,FRA,CPH,14,,125,139,39700,14792,11,,120,1914,,6840,JUL2000,13500,3645
IA10802,0000108,AKL,WLG,12,,138,150,36900,14796,11,,120,1397,,5040,JUL2000,10700,2140
IA05505,0000055,FRA,FCO,14,,125,139,39700,14799,11,,95,2684,,7695,JUL2000,18500,7030
IA10705,0000107,WLG,AKL,12,,138,150,36900,14803,11,,114,1397,,4788,JUL2000,11900,2380
IA05502,0000055,FRA,FCO,14,,125,139,39700,14806,12,,111,2928,,8991,JUL2000,15100,5738
IA10701,0000107,WLG,AKL,12,,138,150,36900,14810,12,,123,1524,,5166,JUL2000,9900,1980
IA10200,0000102,SYD,HKG,19,35,201,255,105500,14814,15,33,185,28395,42570,116365,JUL2000,58900,171399
IA01402,0000014,IAD,RDU,12,,138,150,36900,14817,12,,107,1140,,3424,JUL2000,13100,1965
IA10402,0000104,CBR,SYD,12,,138,150,36900,14821,11,,107,704,,2247,JUL2000,13300,1330
IA00100,0000001,RDU,LHR,14,30,163,207,82400,14824,13,23,124,20800,25070,65844,AUG2000,50400,123480
IA04105,0000041,RDU,PWM,12,,138,150,36900,14827,10,,112,2890,,10752,AUG2000,12500,5500
IA10404,0000104,CBR,SYD,12,,138,150,36900,14831,10,,113,640,,2373,AUG2000,12300,1230
IA06201,0000062,LIS,CDG,14,,125,139,39700,14834,11,,107,4059,,13161,AUG2000,16100,9177
IA01705,0000017,SEA,SFO,12,,138,150,36900,14838,10,,129,2800,,11997,AUG2000,9100,3913
IA10302,0000103,SYD,CBR,12,,138,150,36900,14842,10,,134,640,,2814,AUG2000,8100,810
IA00600,0000006,JFK,RDU,16,,251,267,77400,14845,13,,232,2288,,13456,AUG2000,28400,7668
IA10704,0000107,WLG,AKL,12,,138,150,36900,14849,10,,128,1270,,5376,AUG2000,9300,1860
IA06404,0000064,FBU,FRA,14,,125,139,39700,14852,12,,120,3408,,11280,AUG2000,13300,5719
IA07902,0000079,LHR,HEL,34,,256,290,85900,14856,33,,215,15444,,33325,SEP2000,36300,26136
IA10804,0000108,AKL,WLG,12,,138,150,36900,14860,10,,126,1270,,5292,SEP2000,9700,1940
IA08700,0000087,FRA,NBO,14,30,163,207,82400,14863,11,28,137,17831,30940,73706,SEP2000,47200,117528
IA10805,0000108,AKL,WLG,12,,138,150,36900,14867,12,,106,1524,,4452,SEP2000,13300,2660
IA05702,0000057,FRA,CPH,14,,125,139,39700,14870,14,,119,2436,,6783,SEP2000,13100,3537
IA10404,0000104,CBR,SYD,12,,138,150,36900,14874,11,,134,704,,2814,SEP2000,7900,790
IA04005,0000040,MCI,RDU,12,,138,150,36900,14877,12,,136,4464,,16864,SEP2000,7300,4161
IA10803,0000108,AKL,WLG,12,,138,150,36900,14881,10,,124,1270,,5208,SEP2000,10100,2020
IA04405,0000044,CDG,LHR,14,,125,139,39700,14884,14,,124,1274,,3720,OCT2000,12100,1694
IA10600,0000106,WLG,CBR,28,52,157,237,85900,14888,27,46,141,16092,18722,27918,OCT2000,43100,39652
IA06104,0000061,CDG,LIS,14,,125,139,39700,14891,11,,103,4059,,12669,OCT2000,16900,9633
IA10601,0000106,WLG,CBR,28,52,157,237,85900,14895,23,44,132,13708,17908,26136,OCT2000,46100,42412
IA02100,0000021,RDU,DFW,12,,138,150,36900,14898,11,,129,4785,,18576,OCT2000,8900,5963
IA10201,0000102,SYD,HKG,19,35,201,255,105500,14902,17,33,199,32181,42570,125171,OCT2000,55700,162087
IA02803,0000028,MIA,RDU,12,,138,150,36900,14905,12,,109,3444,,10355,OCT2000,12700,5588
IA10501,0000105,CBR,WLG,28,52,157,237,85900,14909,22,49,153,13112,19943,30294,OCT2000,41100,37812
IA04701,0000047,LHR,FRA,14,,125,139,39700,14912,12,,101,1956,,5454,OCT2000,17100,4275
IA10301,0000103,SYD,CBR,12,,138,150,36900,14916,12,,108,768,,2268,NOV2000,12900,1290
IA05504,0000055,FRA,FCO,14,,125,139,39700,14919,12,,99,2928,,8019,NOV2000,17500,6650
IA10701,0000107,WLG,AKL,12,,138,150,36900,14923,11,,105,1397,,4410,NOV2000,13700,2740
IA10201,0000102,SYD,HKG,19,35,201,255,105500,14927,16,29,154,30288,37410,96866,NOV2000,65700,191187
IA04300,0000043,LHR,CDG,14,,125,139,39700,14930,12,,100,1092,,3000,NOV2000,17300,2422
IA09100,0000091,DEL,CCU,12,,138,150,36900,14933,10,,132,3360,,14652,NOV2000,8500,4420
IA00603,0000006,JFK,RDU,16,,251,267,77400,14937,16,,196,2816,,11368,NOV2000,35000,9450
IA10303,0000103,SYD,CBR,12,,138,150,36900,14941,10,,104,640,,2184,NOV2000,14100,1410
IA02500,0000025,RDU,IND,12,,138,150,36900,14944,12,,109,2472,,7412,NOV2000,12700,4064
IA03603,0000036,BNA,RDU,12,,138,150,36900,14951,10,,115,1860,,7130,DEC2000,11900,3451
IA10401,0000104,CBR,SYD,12,,138,150,36900,14955,11,,113,704,,2373,DEC2000,12100,1210
IA05601,0000056,FCO,FRA,14,,125,139,39700,14958,11,,108,2684,,8748,DEC2000,15900,6042
IA10200,0000102,SYD,HKG,19,35,201,255,105500,14945,19,29,156,35967,37410,98124,DEC2000,64700,188277
IA10200,0000102,SYD,HKG,19,35,201,255,105500,14953,17,30,168,32181,38700,105672,DEC2000,62500,181875
IA10200,0000102,SYD,HKG,19,35,201,255,105500,14961,18,33,198,34074,42570,124542,DEC2000,55700,162087
IA10200,0000102,SYD,HKG,19,35,201,255,105500,14969,17,31,199,32181,39990,125171,DEC2000,56100,163251
IA10304,0000103,SYD,CBR,12,,138,150,36900,14945,12,,119,768,,2499,DEC2000,10700,1070
IA10302,0000103,SYD,CBR,12,,138,150,36900,14948,11,,119,704,,2499,DEC2000,10900,1090
IA10300,0000103,SYD,CBR,12,,138,150,36900,14951,12,,106,768,,2226,DEC2000,13300,1330
IA10304,0000103,SYD,CBR,12,,138,150,36900,14953,10,,115,640,,2415,DEC2000,11900,1190
IA10302,0000103,SYD,CBR,12,,138,150,36900,14956,12,,125,768,,2625,DEC2000,9500,950
IA10300,0000103,SYD,CBR,12,,138,150,36900,14959,11,,108,704,,2268,DEC2000,13100,1310
IA10304,0000103,SYD,CBR,12,,138,150,36900,14961,11,,106,704,,2226,DEC2000,13500,1350
IA10302,0000103,SYD,CBR,12,,138,150,36900,14964,12,,114,768,,2394,DEC2000,11700,1170
IA10300,0000103,SYD,CBR,12,,138,150,36900,14967,12,,126,768,,2646,DEC2000,9300,930
IA10304,0000103,SYD,CBR,12,,138,150,36900,14969,10,,110,640,,2310,DEC2000,12900,1290
IA10302,0000103,SYD,CBR,12,,138,150,36900,14972,10,,113,640,,2373,DEC2000,12300,1230
IA10400,0000104,CBR,SYD,12,,138,150,36900,14945,12,,134,768,,2814,DEC2000,7700,770
IA10404,0000104,CBR,SYD,12,,138,150,36900,14947,12,,115,768,,2415,DEC2000,11500,1150
IA10402,0000104,CBR,SYD,12,,138,150,36900,14950,12,,134,768,,2814,DEC2000,7700,770
IA10400,0000104,CBR,SYD,12,,138,150,36900,14953,12,,135,768,,2835,DEC2000,7500,750
IA10404,0000104,CBR,SYD,12,,138,150,36900,14955,10,,131,640,,2751,DEC2000,8700,870
IA10402,0000104,CBR,SYD,12,,138,150,36900,14958,11,,116,704,,2436,DEC2000,11500,1150
IA10400,0000104,CBR,SYD,12,,138,150,36900,14961,12,,121,768,,2541,DEC2000,10300,1030
IA10404,0000104,CBR,SYD,12,,138,150,36900,14963,11,,118,704,,2478,DEC2000,11100,1110
IA10402,0000104,CBR,SYD,12,,138,150,36900,14966,12,,115,768,,2415,DEC2000,11500,1150
IA10400,0000104,CBR,SYD,12,,138,150,36900,14969,10,,124,640,,2604,DEC2000,10100,1010
IA10404,0000104,CBR,SYD,12,,138,150,36900,14971,11,,136,704,,2856,DEC2000,7500,750
IA10402,0000104,CBR,SYD,12,,138,150,36900,14974,10,,120,640,,2520,DEC2000,10900,1090
IA10500,0000105,CBR,WLG,28,52,157,237,85900,14951,22,43,144,13112,17501,28512,DEC2000,44100,40572
IA10500,0000105,CBR,WLG,28,52,157,237,85900,14959,22,46,139,13112,18722,27522,DEC2000,44500,40940
IA10500,0000105,CBR,WLG,28,52,157,237,85900,14967,28,43,137,16688,17501,27126,DEC2000,44300,40756
IA10600,0000106,WLG,CBR,28,52,157,237,85900,14945,27,47,153,16092,19129,30294,DEC2000,40500,37260
IA10600,0000106,WLG,CBR,28,52,157,237,85900,14953,22,47,129,13112,19129,25542,DEC2000,46300,42596
IA10600,0000106,WLG,CBR,28,52,157,237,85900,14961,26,43,134,15496,17501,26532,DEC2000,45300,41676
IA10600,0000106,WLG,CBR,28,52,157,237,85900,14969,24,52,138,14304,21164,27324,DEC2000,43100,39652
IA10704,0000107,WLG,AKL,12,,138,150,36900,14945,10,,116,1270,,4872,DEC2000,11700,2340
IA10702,0000107,WLG,AKL,12,,138,150,36900,14948,11,,116,1397,,4872,DEC2000,11500,2300
IA10700,0000107,WLG,AKL,12,,138,150,36900,14951,12,,121,1524,,5082,DEC2000,10300,2060
IA10704,0000107,WLG,AKL,12,,138,150,36900,14953,10,,131,1270,,5502,DEC2000,8700,1740
IA10702,0000107,WLG,AKL,12,,138,150,36900,14956,11,,134,1397,,5628,DEC2000,7900,1580
IA10700,0000107,WLG,AKL,12,,138,150,36900,14959,10,,125,1270,,5250,DEC2000,9900,1980
IA10704,0000107,WLG,AKL,12,,138,150,36900,14961,12,,136,1524,,5712,DEC2000,7300,1460
IA10702,0000107,WLG,AKL,12,,138,150,36900,14964,12,,106,1524,,4452,DEC2000,13300,2660
IA10700,0000107,WLG,AKL,12,,138,150,36900,14967,11,,107,1397,,4494,DEC2000,13300,2660
IA10704,0000107,WLG,AKL,12,,138,150,36900,14969,11,,137,1397,,5754,DEC2000,7300,1460
IA10702,0000107,WLG,AKL,12,,138,150,36900,14972,12,,129,1524,,5418,DEC2000,8700,1740
IA10800,0000108,AKL,WLG,12,,138,150,36900,14945,11,,123,1397,,5166,DEC2000,10100,2020
IA10804,0000108,AKL,WLG,12,,138,150,36900,14947,10,,137,1270,,5754,DEC2000,7500,1500
IA10802,0000108,AKL,WLG,12,,138,150,36900,14950,11,,115,1397,,4830,DEC2000,11700,2340
IA10800,0000108,AKL,WLG,12,,138,150,36900,14953,12,,128,1524,,5376,DEC2000,8900,1780
IA10804,0000108,AKL,WLG,12,,138,150,36900,14955,12,,112,1524,,4704,DEC2000,12100,2420
IA10802,0000108,AKL,WLG,12,,138,150,36900,14958,12,,138,1524,,5796,DEC2000,6900,1380
IA10800,0000108,AKL,WLG,12,,138,150,36900,14961,11,,127,1397,,5334,DEC2000,9300,1860
IA10804,0000108,AKL,WLG,12,,138,150,36900,14963,12,,136,1524,,5712,DEC2000,7300,1460
IA10802,0000108,AKL,WLG,12,,138,150,36900,14966,12,,133,1524,,5586,DEC2000,7900,1580
IA10800,0000108,AKL,WLG,12,,138,150,36900,14969,12,,115,1524,,4830,DEC2000,11500,2300
IA10804,0000108,AKL,WLG,12,,138,150,36900,14971,12,,122,1524,,5124,DEC2000,10100,2020
IA10802,0000108,AKL,WLG,12,,138,150,36900,14974,11,,126,1397,,5292,DEC2000,9500,1900
