B26 1    .         .         .       -0.963296 -1.202405 -0.681739
B26 1    .         .         .        1.887463  1.104647  1.157037
B27 2    .         .         .       -1.052680 -1.171196 -1.127445
B27 2  -1.220462 -0.757927  1.436637 -0.677372 -0.619559 -0.524360
B28 2   0.912198  0.413188  0.839521  0.710595 -0.543474 -0.359464
B28 2    .         .         .       -0.571839 -0.543474 -0.835584
B29 1   0.264863 -0.016765  0.593815 -0.096203 -0.654270 -0.464907
B29 1   0.371435  0.873597 -1.032321  0.616147 -0.654270  0.604668
B30 2    .         .         .       -0.919902 -0.872305 -0.618239
B30 2    .         .         .       -0.366081  0.535245 -0.334827
B31 2    .         .         .       -0.591512  0.035355  1.380515
B31 2  -0.926066  0.006521 -0.137016 -0.542569 -0.633464 -0.122700
B32 2    .         .         .       -0.102112 -0.463482  0.208799
B32 2    .         .         .         .         .         .      
B33 2    .         .         .       -0.858796 -0.581304 -1.017253
B33 2  -1.983404  0.825367  0.098339 -0.175405  0.540371  1.513017
B34 2  -0.972950  0.606207 -1.136064  0.104591  0.501739 -0.488099
B34 2    .         .         .       -0.853769 -0.642967 -0.644975
C01 2  -0.182849 -0.855540  1.332606 -0.341883 -0.935379 -0.661320
C01 2    .         .         .       -0.412515 -0.581304 -1.017253
C02 2  -1.497032 -0.474274 -0.648544 -0.388929  0.036696 -0.180812
C02 2   0.166393  0.747629 -0.961082 -0.744934  0.317750 -0.500485
C03 2  -0.037023 -0.918635  0.762307 -0.080930 -0.424263  0.098002
C03 2  -1.224370 -0.924855 -0.580893 -0.545494  0.988071 -0.185410
C04 2    .         .         .         .         .         .      
C04 2    .         .         .        0.442972 -0.825391 -0.714644
C05 2   0.600958 -1.683078  0.442185 -0.732989 -0.497811 -0.660848
C05 2    .         .         .        1.315824 -0.497811  1.151852
C06 2    .         .         .        0.923608 -0.581304 -0.299684
C06 2   0.540721  0.341293 -1.615257 -0.501771 -0.581304 -1.017253
C07 2  -1.895413  1.627123 -2.822856  0.305581  0.085840  1.444204
C07 2    .         .         .        1.517562  1.200477  1.444204
C08 2   0.446391 -0.826576  1.546641 -0.078318  0.099113 -1.072224
C08 2  -1.910538 -0.210252 -0.700735  0.430705 -0.370009  0.170205
C09 1  -0.247558 -0.176880  1.319066 -0.525761 -0.147099 -0.846865
C09 1    .         .         .       -1.327707 -1.080761 -1.486211
C10 2   0.122360  0.773581  0.345934  1.987500 -0.569565  0.897798
C10 2    .         .         .        2.057953 -0.195673  1.467786
C11 2    .         .         .       -0.984094 -0.643795  1.137603
C11 2   0.173129 -1.057709 -2.085459 -0.894838 -1.204633 -0.853968
C12 1  -0.274661  0.466792  0.373470 -0.075718 -0.771617 -0.595499
C12 1    .         .         .        0.084671 -0.308291  0.412542
C13 2    .         .         .        0.940175 -1.049448  0.946664
C13 2    .         .         .        1.226228  0.892166  1.230076
C14 2   1.054456  1.669368 -0.195716  0.129058 -0.095709 -0.534296
C14 2    .         .         .       -0.430273 -0.652995 -0.570556
C15 2   0.163923 -1.068879 -0.270799 -0.809083 -1.134540 -0.587645
C15 2  -0.867637 -0.336818  0.860605 -0.362802  0.721303 -0.587645
C17 2   0.279954 -1.605914  0.840166 -0.198671 -0.569565 -0.742811
C17 2   0.155088  0.300047  1.086751  0.959619  0.136791  0.313727
D01 1   0.647128  0.845672 -0.649088 -0.432511  1.695751  1.331193
D01 1  -0.202774  1.685911  0.244027 -0.700279  1.893313  1.644088
D02 1  -1.209120 -1.265283  1.118631 -0.952398 -0.529124 -1.202799
D02 1  -1.143201 -0.189468 -0.309288 -0.952398 -0.529124 -1.202799
D03 1    .         .         .        0.037199 -0.480433  0.043197
D03 1  -2.126529  0.827211 -1.578816  0.037199 -0.480433  0.043197
D04 1  -0.855869 -0.264993  0.558583 -0.520563  0.596180 -0.111559
D04 1  -0.963167 -0.265533  0.987850 -0.252794  1.160191 -0.431232
D06 2   1.497382 -0.734420 -0.018144 -0.220788  0.142589 -0.301954
D06 2   0.042961  1.180475 -0.247638  0.597921  1.819333 -0.301954
D07 2    .         .         .       -1.164844 -1.162938 -0.530249
D07 2    .         .         .        0.493578  0.877458  1.393772
E01 2    .         .         .       -0.093101 -0.303214  0.002808
E01 2    .         .         .        0.334556  1.439449 -0.280604
E02 2   1.017555  0.208528 -0.544657  0.183113 -1.045029  0.439679
E02 2   0.447794  1.529018 -0.276094  0.381949  0.529502 -0.653120
E03 2    .         .         .        0.110192 -0.403265  0.533849
E03 2   0.672334  1.293453 -1.244483  1.698925  1.186815  1.055341
E04 2    .         .         .       -0.613359 -0.213543 -0.446230
E04 2  -2.081694  1.111506  0.338812 -0.049203  0.025448 -0.446230
F01 2   0.278578 -1.248392  0.985075 -0.344519 -0.638986 -0.304233
F01 2    .         .         .       -0.166006  0.732297 -0.304233
F02 2   1.229843  0.272709  0.316889 -0.886767 -0.513903 -1.251111
F02 2  -0.353252 -0.287735 -1.573978  1.202020  0.846386  0.467478
F03 1    .         .         .        1.525686 -0.611301  1.644088
F03 1  -1.425676 -0.998275 -0.453939  0.339457 -0.611301 -0.051796
F04 2  -0.322688 -0.911051 -0.067807 -0.196091 -0.581034 -0.111645
F04 2    .         .         .       -0.482144 -0.992462 -0.075384
G01 2   0.723449  1.087380 -0.948101 -0.766628 -0.619559 -0.844033
G01 2   0.346897  0.185127 -0.875891 -0.072222  0.240447  0.731146
G02 1    .         .         .        0.352307  0.487495  0.083772
G02 1   0.903453  0.698428 -0.645498  1.723997  1.313866  0.523388
G03 1  -0.171807 -0.868467 -0.132579 -0.613359  0.321792 -0.446230
G03 1    .         .         .       -0.702615 -1.153581 -0.446230
G04 1    .         .         .       -0.419877  0.718366 -0.324074
G04 1   1.334797  1.895421  1.337999  1.184695  1.607399  0.315271
G05 2   0.572364 -1.789225 -0.393236 -1.023542 -0.410745 -1.350047
G05 2   1.535914 -0.473055 -1.797284 -0.952570 -0.933705  0.662140
G06 2  -1.999842 -0.855959  0.212789 -0.608786 -0.652995 -0.570556
G06 2  -1.692246 -0.328429  1.614840 -0.716326 -0.226369 -0.534296
G07 2    .         .         .        0.171415 -0.209283  0.807083
G07 2   0.498145  0.133865  0.055162  1.598495  0.331361  1.524652
G08 2    .         .         .        0.431385  1.157409 -0.788812
G08 2  -1.097622  1.968075  0.031574  1.945341  1.354971 -0.169800
G09 2    .         .         .       -0.348421 -0.611093 -0.189560
G09 2  -0.274656 -0.680206  1.718892 -0.545217 -1.162730 -0.472972
G10 2   0.845160  1.458087 -1.050364  0.145179 -0.592173  0.605238
G10 2   0.052140  0.861796  0.072171  0.436062 -0.251577  0.954393
G11 2   0.791316  0.335043  0.254396 -0.293375 -1.195525 -0.646878
G11 2   1.743596 -1.325102  1.329908 -0.586638 -0.643888 -0.043793
G13 2    .         .         .         .         .         .      
G13 2  -0.882878 -0.799800 -0.373453 -0.453313  0.912013  0.196973
G15 1  -0.277601 -0.707246  0.982875 -0.412515 -0.581304 -1.017253
G15 1  -0.007391  1.178561  0.122079  0.566584  1.231841 -0.697580
G16 2    .         .         .       -0.323046 -0.633318 -0.274409
G16 2    .         .         .       -0.055277 -0.633318 -0.274409
G17 2    .         .         .       -0.708255 -0.513903 -1.251111
G17 2    .         .         .       -0.440486 -0.513903 -1.251111
G18 2  -0.022064 -0.932995  1.636580  0.645050 -0.543474 -0.515911
G18 2    .         .         .        1.992868  1.508284  1.091601
G19 2    .         .         .         .         .         .      
G19 2   0.250379  1.002717 -1.076154 -0.306282 -0.591924 -0.136846
H01 2  -0.486889 -0.870325  0.312552  0.056828 -0.262736  0.198918
H01 2    .         .         .        0.056828 -0.262736  0.198918
H02 2   0.331538  0.445360 -0.697552  0.008327 -0.424263  2.628272
H02 2   0.021903 -1.553889 -0.059247  0.986584  1.627496 -0.185410
H03 1   1.092125  0.822124  1.081727 -0.148794 -0.531839 -0.162818
H03 1   2.378112  2.102758  0.091048 -0.148794  0.104412 -0.162818
H05 1    .         .         .         .         .         .      
H05 1    .         .         .       -0.653435 -0.647794 -0.644841
H06 2    .         .         .       -0.497339 -0.514081 -0.534570
H06 2   0.957956  0.360121  0.143856  2.067367  1.199905  1.712288
H07 2    .         .         .       -0.863142 -0.430342  0.936353
H07 2    .         .         .       -1.238451 -1.080761  0.411492
H08 2  -0.194358 -0.457526 -0.722563 -0.850547 -0.494689 -0.463093
H08 2   0.220824  2.630582 -0.207598  1.600088  1.298262  1.747505
H09 2    .         .         .        1.353275  0.617620  1.563720
H09 2    .         .         .       -0.872691  1.506652 -0.966550
H10 2  -0.796210  0.391660 -0.912836  1.859949  1.021526 -0.697580
H10 2  -0.510835 -1.256781  0.661978  0.494771  0.402701  1.262701
H11 2  -1.147216  1.665383  1.540306 -0.675391 -1.143811 -1.256204
H11 2  -1.129376  1.256905  0.323250 -0.389338 -0.592173 -0.972792
H12 1    .         .         .       -1.118000 -0.217966 -0.928253
H12 1   0.848576 -0.882348 -0.235453 -1.028744  1.107621  1.602017
H13 2  -0.584060  1.213866  1.013773 -0.306282 -0.591924 -0.136846
H13 2   0.779979  1.873773 -2.686739 -0.127770 -0.591924 -0.136846
H14 1    .         .         .       -0.064946  1.012849 -0.618239
H14 1    .         .         .       -0.562877  1.605538 -0.618239
H15 1  -0.400951 -0.395537  0.646833 -0.721082 -0.633464 -0.762045
H15 1   0.464422  0.349833  0.488331 -0.274801  0.306574  1.331217
H16 1   0.061130  0.117422 -0.134765 -0.476041 -0.533474 -0.059010
H16 1    .         .         .       -0.565297  1.249927  1.727616
H18 2  -0.753324  0.475604 -0.519055 -0.279929  0.728369 -0.062594
H18 2  -1.794150 -0.160349  0.143151  0.095380 -0.208753  0.220818
H19 2    .         .         .       -1.208375 -1.178584 -1.086065
H19 2  -1.344562  2.118844 -0.033282  1.642384  1.424812  0.811637
H21 2   0.466348 -0.940364  1.113570  0.082097 -1.143811 -0.936532
H21 2  -1.343822 -1.459787  0.030168 -0.319386  0.331562  1.274066
H22 1    .         .         .        0.988918  1.638706  1.436497
H22 1   0.102960 -1.536462 -2.057507  0.668820  2.104571  1.467786
H23 2  -1.817564 -0.043139 -1.916955 -0.853903 -0.611015  0.384405
H23 2  -0.367007  1.787029  0.426232  0.233415  0.516750  0.605238
H24 2  -0.106037 -1.395125  0.222205 -0.361378 -0.611301 -0.246837
H24 2  -0.928924 -0.091164  0.617019 -0.432511  0.512914 -0.566509
H25 2    .         .         .        1.595025  0.832812  0.531679
H25 2    .         .         .       -0.881426 -1.080761 -0.846865
H26 1   0.853010  0.225264  0.809347 -0.726905 -0.556955 -0.469140
H26 1    .         .         .       -0.816162  1.087939  0.889864
H27 2   0.938393 -0.869161 -0.404518 -0.087754 -0.245527 -0.301954
H27 2    .         .         .         .         .         .      
H28 1  -1.569994 -1.115176  0.673257 -0.051058  1.652762  1.964411
H28 1    .         .         .       -0.229571 -0.555509 -0.440701
H29 2   0.193477  0.994734  0.981872  0.910600  0.165644  0.658451
H29 2  -1.635189  1.490276 -0.270002  0.512678  0.970928 -0.324317
H30 2   0.495626  0.238715  0.128854  1.523829  0.436998  1.124532
H30 2   0.531654 -1.532249  0.515337 -1.208375 -1.178584 -0.446720
H31 2   1.517046  0.372457  0.721950 -0.812532 -0.602172 -0.289757
H31 2   0.042456  0.835246  1.974682 -0.712941  0.680569  1.317756
I01 2  -0.661652  1.130184  0.270367  1.435740  1.429674 -0.111645
I01 2  -0.016120  1.697603 -0.994558  2.100847  1.470725 -0.075384
J01 2    .         .         .         .         .         .      
J01 2   0.123841  1.683526  0.122289  2.621649  1.431543  1.274066
J02 2   2.090580 -0.345885  0.233406  0.076149 -0.236180  0.210253
J02 2  -0.810171  0.425467  0.269460 -0.209904 -0.618931  0.246514
J03 2   0.931445 -1.756207 -0.238279 -1.277097 -1.153810 -0.573169
J03 2  -1.432059  0.716225 -1.130600 -1.098585 -1.153810 -0.573169
J04 2    .         .         .         .         .         .      
J04 2   1.001668  1.225340 -0.494672  0.118974 -0.601943 -0.162818
J05 2    .         .         .       -0.497382 -0.643888 -0.363466
J05 2  -1.156764  0.211989  1.755811 -0.604922  1.506652 -0.327205
J06 2    .         .         .        1.820896  0.832124  1.046308
J06 2   0.725907  0.783043 -0.100544  1.106847  1.622375  1.444204
J07 2    .         .         .       -0.096968  0.685774  1.768225
J07 2    .         .         .       -0.631826  1.574806 -0.762045
J08 2    .         .         .       -0.090648 -1.049053 -0.260024
J08 2    .         .         .       -0.269161 -0.950272 -0.260024
J09 1    .         .         .        0.044973  1.530981  0.665960
J09 1  -1.363527 -0.141628  0.263859  0.390143  1.728544 -0.394231
J10 2    .         .         .        0.368076 -0.611301 -0.886182
J10 2   1.485793  0.919426 -1.172897  1.507403  1.341676  1.360676
J11 2    .         .         .         .         .         .      
J11 2    .         .         .        0.602595 -0.569565 -1.062484
J12 1  -0.328421 -0.971149  1.325413 -0.276995 -0.602172 -0.929102
J12 1  -0.874080 -1.110086  1.020936 -0.098483 -0.602172 -0.609429
K01 2  -0.195989 -1.173371  0.527623 -0.858796 -0.581304 -1.017253
K01 2  -1.480165  1.208362 -0.292468 -0.413195 -0.284960  1.481728
K02 2  -1.554949 -1.606351  0.835709 -0.136498  0.606792  0.593446
K02 2  -2.309989  0.449238 -1.008902  1.307165  2.442588  1.991805
K03 2  -0.920981 -1.120284 -1.049740  1.111541  0.790724  0.308269
K03 2   0.053289 -1.113186 -1.129248  0.998574  0.691943  0.141391
K04 2   1.651150 -1.696843 -0.575739 -0.379185 -1.050539 -0.209826
K04 2   1.494232 -1.354429 -1.150812  1.360705  0.773223  1.524652
K05 2    .         .         .        0.497876 -0.543474 -0.835584
K05 2  -0.712778  1.459252  0.091153  2.511123  0.608782  1.312434
K06 1   1.270379  0.038226  0.907146 -0.681591 -0.257703 -0.420258
K06 1   0.235375  0.105833  0.541112   .         .         .      
K07 2   0.186801 -0.948320  0.873380 -0.060981 -0.403799  0.114730
K07 2    .         .         .       -0.060981  1.113002  0.114730
K08 2    .         .         .        0.271133  0.458848  0.368172
K08 2   0.309587  1.924310 -0.947974 -0.028642  1.519049 -0.005495
K09 1    .         .         .       -0.293156 -0.641978 -0.028038
K09 1    .         .         .       -0.203900 -0.641978 -0.028038
K10 2  -0.346695 -0.355990 -0.103048  0.260262  0.145151 -0.056044
K10 2    .         .         .       -1.327707 -0.888507 -0.475044
K11 2   0.110398 -0.922661 -0.044853  0.358212  0.425781  1.008244
K11 2   0.741662  2.941903 -1.407528  0.450188  0.496520 -0.788812
K12 2   1.304019 -0.642659 -0.469347 -0.060981 -0.305017  0.114730
K12 2   0.148439 -0.578988  0.669764 -0.436290 -0.955436 -0.168682
L02 1   0.070960 -0.483115 -0.309727 -0.784784 -0.444004 -0.042393
L02 1   0.330041 -0.504436 -1.004755 -0.161350  1.048564 -0.362066
L03 2   1.288678 -0.449841  0.178076 -0.910482  0.026907 -0.660848
L03 2   0.371080 -0.577699  1.255738 -0.910482 -0.300248 -0.980521
L04 1   0.636903 -0.471750  1.105509  0.996541  0.726825  1.047805
L04 1   0.691654  1.224436 -0.102553  1.808738  1.023169  1.484813
L05 2   0.243327  0.543604 -1.025988 -0.056643  0.554191  0.526515
L05 2  -1.127314 -0.008977  0.284293 -0.067997  1.343752  0.731703
L06 2   0.225754  0.076353  1.299086 -1.144848 -1.034160 -0.098109
L06 2   0.502523 -0.646621  2.309631 -0.430799  0.214973 -0.661320
L08 2   0.438909 -1.690160  0.258714 -0.408083 -0.654290 -0.214897
L08 2  -2.388581  0.489943  0.007008 -1.051160 -1.205928 -0.817982
L09 2   0.324382 -1.540296  0.457776 -0.127770 -0.591924 -0.136846
L09 2  -0.451549  0.353235  0.759576 -0.056798  0.204354 -0.420258
L10 2  -0.044164 -0.871105  1.104726 -0.608786 -0.652995 -0.570556
L10 2   1.221876 -0.205231 -0.020337  0.084600 -0.044731 -0.214623
L11 2    .         .         .       -0.821935 -0.995952 -1.096131
L11 2    .         .         .       -0.623024 -0.862849  0.665030
L12 1    .         .         .       -0.211506 -0.592173 -0.972792
L12 1    .         .         .        0.143479 -0.592173  1.237805
M01 2    .         .         .       -0.541315 -0.595801 -0.587645
M01 2  -0.777125 -0.457618 -2.201749  0.686749  0.918865  0.614911
M03 2   0.550950 -0.575764  0.726487 -0.100968 -0.443857  0.080504
M03 2  -0.584660 -0.241922  0.917064 -0.075474  1.311558 -0.202908
M04 1   1.135155 -0.061147 -0.097544 -0.729067 -0.076783 -0.370625
M04 1    .         .         .       -0.729067  0.494671 -0.370625
M05 2    .         .         .         .         .         .      
M05 2    .         .         .        0.107088  0.787141 -0.327205
M07 2    .         .         .       -0.634639 -0.650403 -0.613266
M07 2  -0.929011  0.188103  0.435853 -0.634639 -0.650403 -0.613266
M08 1  -0.197402 -1.040711  0.486609  1.354245  0.395428  0.774022
M08 1   0.372769  0.494240 -1.101244  0.596418  0.529262  1.484813
M10 2  -0.526724 -1.828212  1.107680 -0.853903 -0.063564 -0.022359
M10 2    .         .         .       -1.300184 -1.143811 -1.256204
M11 2    .         .         .       -0.667069 -1.080407 -0.301954
M11 2  -0.697217 -0.369741 -0.369024 -0.488557 -0.237881 -0.301954
M12 2  -0.421281  0.254564  0.829994 -0.286368  0.703519 -0.660848
M12 2   1.920705  0.344184 -0.381755  1.118688 -0.185891 -0.944260
M13 1   0.083546 -0.740226  0.545573 -0.519530 -0.652995 -0.250884
M13 1   0.271217  0.056002 -0.867142  0.640121  0.962587 -0.570556
M14 1    .         .         .       -0.072365 -0.497416  0.023388
M14 1    .         .         .       -0.161621 -0.497416  0.023388
M15 1  -0.684733 -1.115707 -0.684619  0.066057  0.977303  0.027690
M15 1  -0.679475 -1.189245  0.491527 -0.209923  1.689170  1.035731
M17 1    .         .         .        1.308087 -1.185101  0.845468
M17 1   1.190639  1.503286 -0.682834  0.597097  1.121951 -0.406112
M18 2  -0.758241  0.923092  1.444192 -0.618999 -0.513903 -1.251111
M18 2  -0.528755  0.124025 -1.171375  0.211566 -0.513903  1.279159
M19 2  -0.229211 -1.471386  1.239470 -0.453228 -0.654270 -0.464907
M19 2   0.135793  1.062352 -0.839076 -0.363972 -0.654270 -0.464907
M20 1   0.940751  0.585174 -1.391258 -0.028958 -0.654715 -0.499353
M20 1    .         .         .       -0.207470 -0.654715 -0.499353
M21 2   1.277076  0.946265 -1.397400 -0.111732 -0.611301  0.580245
M21 2   1.205643  0.583165 -0.544077  2.489220  0.198997  1.360676
M22 1    .         .         .       -0.785592 -1.171196  0.607033
M22 1  -1.869963 -0.136785  1.093818  0.176744 -0.089679  1.402825
M23 2   0.625465  0.537012  0.966467  1.677572  0.778209  1.421785
M23 2    .         .         .       -0.034539 -1.108592  0.499028
M24 1  -0.395158 -1.068437  1.001496 -0.072365 -0.497416  0.023388
M24 1  -1.673646  0.393700  1.117304  0.106148 -0.497416  0.023388
M25 1    .         .         .       -0.229225  0.562218 -0.084494
M25 1  -1.143913  1.467408  1.780109 -0.318481  1.690241 -0.084494
M26 1   0.759640 -1.782335  0.987466  0.519809  0.454177  0.834328
M26 1    .         .         .       -0.440486 -0.513903 -0.292093
M27 1  -0.181221  0.489177  2.398837 -0.476989 -0.647711 -0.366192
M27 1    .         .         .       -0.476989 -0.647711 -0.366192
M28 2   0.508712  1.007964 -0.638917 -0.435109 -0.469069 -1.085977
M28 2   0.312198 -0.261656  1.806067  1.127381  1.449586  1.317756
M29 2    .         .         .         .         .         .      
M29 2  -0.906290  0.572877 -1.289865  1.297102  1.763578 -0.835584
M30 2    .         .         .         .         .         .      
M30 2   0.004172  0.900319 -0.543760  0.766727  0.506990  1.138373
M31 2   0.481691 -0.243847  1.425268 -1.206797 -0.625270  0.559931
M31 2  -0.547750 -0.912289  1.049972 -1.563821 -0.822832 -1.997450
N01 2  -0.103857  1.569128  0.453587  1.719051  0.019315  1.467786
N01 2  -0.008698  0.328849 -1.565522  1.504132  0.691943  0.388582
O02 2    .         .         .       -0.338131  0.199340 -0.498309
O02 2  -0.068589 -0.116834  0.539811 -0.497339 -0.654290 -0.534570
O03 2    .         .         .       -0.595374 -0.529124 -0.883126
O03 2   0.229364  2.048358 -1.593591  1.151464  0.664561  1.296182
O04 2    .         .         .        1.040124  1.034278  1.513017
O04 2   0.476632 -0.519135 -0.516630  2.259732  2.515999  1.513017
P01 1    .         .         .        1.872599  0.716505 -0.618239
P01 1   0.155024 -0.414364 -0.917178  0.897389  0.237254  0.021106
P02 2   0.018166 -0.648306 -1.054590 -0.858796 -0.581304 -1.017253
P02 2   1.248948 -0.546487  1.501541  0.504182  0.935119  1.073158
P03 2    .         .         .       -1.118000 -1.199431 -0.928253
P03 2  -0.283718 -0.290553  0.200398  1.307481  1.669874 -0.644841
P04 2   0.917612 -1.348490  0.685966 -0.208273 -0.626947  0.156364
P04 2    .         .         .       -0.137980  0.733342  1.444204
P05 2   0.806107  0.750503  0.035363 -1.214916 -0.523657 -0.799323
P05 2    .         .         .       -1.304172 -1.095112 -1.438669
P06 1    .         .         .       -1.446728 -0.995952 -1.735476
P06 1    .         .         .       -1.357472 -0.995952 -1.735476
P07 2   0.988224 -1.623953 -0.198963 -0.934286 -0.480849 -1.030374
P07 2  -2.527837 -0.300161 -1.569795  0.002054  0.389084  0.352096
P08 2  -0.939910 -0.817643 -0.272231  0.667460  0.411901 -0.103466
P08 2    .         .         .        0.189012  0.119366 -0.103466
P09 2   0.756414 -0.343818  0.462105 -0.381420 -0.552048 -0.287641
P09 2    .         .         .       -0.541809 -0.650830  0.032032
P10 2   0.049431 -1.802657 -1.592941  1.561933  1.343323  1.644088
P10 2  -1.491841  1.577708 -0.413781  0.037225  1.440458  1.360676
P11 1   0.001326 -1.396201 -1.622249 -0.732649 -0.217392 -0.028281
P11 1    .         .         .       -0.642713 -0.003904  1.230076
P12 1    .         .         .         .         .         .      
P12 1  -0.105468  0.442498 -2.028593  1.052670 -0.652954 -0.431232
P13 2    .         .         .        0.968512 -0.602172 -0.609429
P13 2  -1.308586  0.583828  0.926647 -0.634020 -0.602172  0.968600
P14 1   0.854224 -0.460895  0.419838 -0.285347 -0.581034 -0.111645
P14 1    .         .         .       -0.106835 -0.581034 -0.111645
Q01 2    .         .         .         .         .         .      
Q01 2    .         .         .        0.612305  1.241512  0.356402
R01 2    .         .         .         .         .         .      
R01 2   0.306012  0.528893  0.079431 -0.118214  1.751118 -0.499353
R02 1  -0.541688 -0.467531  0.123069  1.143986 -0.454224  0.907408
R02 1  -0.566510 -1.524727 -0.317329  1.798079  1.234637  1.402825
R03 2   0.997188  0.236491 -1.092313 -0.175246 -0.569273 -0.087213
R03 2    .         .         .        0.003266 -0.569273 -0.087213
R04 2  -1.507507  1.105300 -0.106214 -0.118214  0.989543 -0.499353
R04 2  -2.095893  1.541574 -2.011461  2.357237  2.088513 -0.782765
R05 2   0.984612 -1.347423 -1.110718  0.923448 -1.132942  0.228342
R05 2   0.386038  0.729148 -0.874833  2.330704  0.976547  1.229605
R06 2    .         .         .       -1.051160 -0.224462 -0.817982
R06 2  -0.111579  1.254647  1.817024 -0.497339 -0.654290 -0.534570
R07 1    .         .         .       -1.277097 -1.153810 -1.212514
R07 1    .         .         .        1.129420  0.856898  0.052621
R08 2  -0.300940 -1.300095  0.231643 -0.541809 -0.650830 -0.607313
R08 2    .         .         .       -0.184785 -0.650830 -0.607313
R09 2    .         .         .        0.280467 -1.195421  1.951142
R09 2   0.634857  2.248070  0.634000  2.395422  2.058394  0.721711
R10 2    .         .         .       -0.789535 -0.611301 -0.886182
R10 2    .         .         .       -0.611023 -0.512519 -0.886182
R11 2   0.858031  0.891486  0.840070 -0.329806 -0.139454 -0.846865
