    25 2 15 5 2   74  41  38  48  37  47  46  48
    25 1 15 6 2   83  35  37  26  51  50  49  42
    26 1 14 3 1   95   .  49  42  30  39  37  54
    26 1 14 3 1   88  52  37  41  30  33  25  60
    27 2 14 2 2   79  45  38  42  54  63  53  37
    27 2 14 2 2   89  37  37  34  57  51  51  39
    28 1 17 3 1  110  58  64  59  60  49  59  33
    28 1 17 3 1  108  69  64  66  45  47  56  60
    29 2 17 5 2   93  49  42  49  47  49  57  50
    29 1 17 6 2   97  57  40  46  40  47  54  56
    30 2 13 5 2  111  47  43  41  50  54  51  43
    30 1 13 6 2  119  56  48  48  60  64  63  70
    31 2 15 5 2  112  46  50  56  48  65  60  59
    31 1 15 6 2  126  67  69  71  51  55  51  63
    32 2 15 2 2   83  42  39  37  40  32  32  36
    32 2 15 2 2   70   .  44  48  36   .  34  49
    33 2 17 1 1   91  57  47  52  47  47  28  46
    33 2 17 1 1   92  58  32  44  46  56  40  44
    34 2 18 1 1   99  54  50  51  52  56  59  25
    34 2 18 1 1  100  48  51  43  53  63  64  35
    35 2 14 5 2  112  57  53  71  55  60  64  60
    35 1 14 6 2  108  52  77  62  76  80  70  53
    36 2 14 5 2  108  56  56  60  49  62  56  61
    36 1 14 6 2   97  62  56  49  58  73  56  64
    37 2 14 1 1   82  46  41  36  39  33  30  51
    37 2 14 1 1   84  56  39  46  43  32  43  51
    38 2 15 2 2   91  55  62  53  59  48  67  45
    38 2 15 2 2   97  57  53  54  49  48  44  37
    39 1 13 3 1  100   .  39  38  46  51  42  58
    39 1 13 3 1  101  42  44  44  38  38  31  63
    40 1 14 3 1  110  75  58  60  58  50  48  56
    40 1 14 3 1  116  71  54  64  55  60  58  56
    41 1 14 4 2   87  58  45  46  35  26  41  63
    41 1 14 4 2   98  45  43  49  53  40  46  47
    42 2 17 2 2   89  62  60  56  64  49  48  52
    42 2 17 2 2  108  61  63  47  51  54  54  48
    43 2 15 1 1  134  74  68  63  55  73  77  54
    43 2 15 1 1  136  70  74  60  65  56  68  51
    44 2 16 1 1  119  63  48   .  61  56  49  64
    44 2 16 1 1  134  70  77  80  59  59  53  69
    45 2 17 5 2  101   .  44  37  57  51  64  37
    45 1 17 6 2  103  52  52  55  62  58  59  60
    46 1 16 3 1  101  54  40  35   .  62  53  44
    46 1 16 3 1  104  48  49  35  59  57  58  36
    47 1 16 4 2  111  60  48  52  49  60  44  57
    47 1 16 4 2  114  43  63   .  52  60  65  51
    48 2 16 1 1    .  46  52  50  54  58  65  42
    48 2 16 1 1  108  36  51  54  63  49  46  49
    49 1 15 4 2   65  32  27  31  30  31  35  42
    49 1 15 4 2   78  33  32  34  43  39  47  30
    50 2 16 2 2  123  62  60  54  56   .  57  58
    50 2 16 2 2  126  62  58  59  50  57  58  82
    51 1 15 3 1  107  55  58  50  62  78  69  54
    51 1 15 3 1  124  46  49  60  66  74  73  59
    52 2 15 2 2  101  50  60  58  54  53  61  37
    52 2 15 2 2  108  53  56  66  51  60  53  46
    53 2 15 5 2  110  51  36  43  27  32  54  54
    53 1 15 6 2  125  59  55  57  60  56  64  47
    54 2 17 5 2   93  43  54  57  49  25  30  63
    54 1 17 6 2   71   .  56  44  49  45  45  50
    55 2 15 2 2   83  34  31  35  52  40  38  41
    55 2 15 2 2   78  49  38  46  49  31  41  30
    56 1 18 4 2  105  50  49  36  64  60  55  35
    56 1 18 4 2   82  46  44  34  52  53  52  43
    57 2 14 2 2  104   .  50  52  48  33  45  44
    57 2 14 2 2  106  60  49  48  50  48  56  60
    58 1 14 3 1  103  42  50  48  47  57  45  60
    58 1 14 3 1  112  34  56  52  66  67  55   .
    59 2 16 1 1   96  56  54  61  53   .  45  50
    59 2 16 1 1   99  50  49  53  49  47  41  45
    60 1 15 4 2   82  44  46  51  46  45  44  54
    60 1 15 4 2  107  50  52  49  53  56  55  44
    61 2 14 5 2   86  35  42   .  47  51  47  40
    61 1 14 6 2   83  43  41  44  45  51  39  45
    62 2 16 1 1  105  58  62  61  45  58   .  52
    62 2 16 1 1   97  62  45  63  55  60  51  59
    63 2 14 1 1  103  45  55  47  62  48  56  38
    63 2 14 1 1   97  56  47  45  52  52  50  53
    64 2 15 2 2   84  49  35  49  41  38  41  45
    64 2 15 2 2   95  46  48  49  52  39  51  51
    65 2 13 5 2  109  48  59  60  57  49  41  51
    65 1 13 6 2   72  39  47  47  31  43  46  48
    66 2 17 5 2   93  44  36  48  49  42  60  54
    66 1 17 6 2    .  51  47  53  47  44   .  36
    67 2 15 2 2  105  54  51  50  55  63  66  57
    67 2 15 2 2  109  56  51  45  40  50  50  50
    68 1 17 4 2   94  48  38  58  39  45  39  47
    68 1 17 4 2   87  44  53  42  49  52  53  50
    69 1 14 3 1   83  42  44  37  32  39  38  43
    69 1 14 3 1   76  33  33  31  26  36  33  66
    70 2 17 5 2  107  52  51  53  46  47  58  70
    70 1 17 6 2  102  54  57  54  63  55  59  28
    71 2 14 5 2   85  47  48  39   .  53  55  54
    71 1 14 6 2  100  46  59  51  63  50  54  60
    72 2 18 1 1  108  38  41  50  59  61  54  72
    72 2 18 1 1  121  49  51  52  68  66  56  67
    73 2 15 5 2   95  35   .  43  42  39   .  51
    73 1 15 6 2   93  36  38  46  47  36  36  30
    74 2 15 5 2   63  40  36  38  37  40  48  58
    74 1 15 6 2   95  36  35  55  54  53   .  46
    75 1 17 4 2   83  38  42  39  47  42  44  50
    75 1 17 4 2   89  45  50  57  53  44  34  47
    76 2 16 2 2  120  54   .  46  56  64  56  54
    76 2 16 2 2   92  54  61  52  47  38  47  50
    77 2 14 1 1  113  47  52  49  47  57  68  35
    77 2 14 1 1    .  49  48   .  51  47  56  44
    78 1 17 4 2   90   .  46  40  62  65  43  35
    78 1 17 4 2  109  48  53  52  57  62   .  46
    79 2 17 5 2  102  48  50  40  49  59  43  47
    79 1 17 6 2  101  31  37  39  37  36  46  31
    80 2 17 2 2  101  55  52  65  43  41  46  52
    80 2 17 2 2   94  46  44  40  49  52  54  69
    81 2 15 5 2   93  52  47  42  42  41  39  45
    81 1 15 6 2  101  62   .  52  60  48   .  54
    82 2 15 1 1   93  46   .  49  50  54  47  48
    82 2 15 1 1   89  47   .  48  58  47  48  51
    83 2 17 2 2   78  26  35  31  64  45  45  47
    83 2 17 2 2   90  50  48  48   .  44  34  40
    84 2 16 1 1  102  40  36  38  40  49  61   .
    84 2 16 1 1  111   .  42  42  60  47  48  43
    85 2 15 2 2   73  27  41  39  47  45  48  37
    85 2 15 2 2   65  25  30  26  36  34  42  60
    86 2 16 1 1   86  34  47  35  41  46  36  47
    86 2 16 1 1   76  27  38  37  30  35  47  39
    87 1 15 3 1  105  59  50  57  38  55  42  57
    87 1 15 3 1  110  51  56  61  52  68  50  53
    88 2 15 5 2   78  39  29  31  44  33  21  55
    88 1 15 6 2   88  55  40  49  50  52  34  42
    89 2 15 2 2   90  70  53   .  42  55  48  49
    89 2 15 2 2  107  59  59  59  46  36  42  47
    90 2 16 2 2   93  56  46  51  40  28  33  52
    90 2 16 2 2  107  58  50  38  50  44  38  48
    91 2 15 2 2  105  60  48  57  43  40  46  53
    91 2 15 2 2  106  60  51  39  58  41  40  63
    92 2 15 5 2  105  52  54  59  52  51  56  57
    92 1 15 6 2   75  35  34  34  46  30  26  38
    93 2 14 2 2  114  62  64  53  58  52  52  48
    93 2 14 2 2  111  62  74  65  37  50  43  46
    94 2 16 5 2   99  50  60  55  51  60  56  47
    94 1 16 6 2  128  74  63  67  65  56  62  66
    95 1 15 4 2   76  42  48  43  47  45  51  28
    95 1 15 4 2   85  47  53  47  41  51  53  36
    96 2 14 5 2  123  48  56  54  68  85  69  63
    96 1 14 6 2  127  70  69  48  54  50  51  53
    97 2 14 5 2  113  51  41  40  39  41  45  57
    97 1 14 6 2  104  51  48  62  47  44  48  58
    98 2 16 2 2  119  58  45  45  67  56  50  46
    98 2 16 2 2  100  46  50  44  50  56  57  50
    99 2 14 5 2  114  52  46  36  51  51  46  60
    99 1 14 6 2    .  51  40  48  59  63  58  54
   100 2 13 1 1   96  44  49  44  53  51  38  48
   100 2 13 1 1   98  35  39  36  61  53  57  41
   101 2 16 5 2  109  46  47  67  36  45  55  47
   101 1 16 6 2  101  53  50  46  46  54  62  53
   102 2 17 5 2  112  63  54  63  64  72  60  63
   102 1 17 6 2   75  42  39  44  44  45  44  33
   103 2 13 5 2  111  65  57  56  45  66  71  69
   103 1 13 6 2    .   .  70  74  51  55  68  51
   104 2 14 1 1   99  55  43  48  57  46  56  57
   104 2 14 1 1   91  51  47  45  42  42  71  65
   105 2 13 1 1  106  42  54  54  53  52  55  41
   105 2 13 1 1   95  50  56  58  50  44  51  35
   106 2 15 1 1  105  42  48  45  42  50  56  60
   106 2 15 1 1  110  55  46  55  52  62  53  53
   107 2 17 2 2   88  47  39  27  50  52  53  37
   107 2 17 2 2   97  49  36   .  48  39  37  65
   108 2 17 5 2    .  45  42  39  49  45  45  48
   108 1 17 6 2   84  36  27  21  44  54  53  49
   109 1 15 3 1  110  49  46  51  57  62  65  55
   109 1 15 3 1  109   .  50  56  53  70  64  50
   110 1 16 4 2  114  45  55  50  60  51  71  38
   110 1 16 4 2   98  48  51  44  42  45  41  59
   111 2 14 5 2   94  53  50  51  58  41  55  31
   111 1 14 6 2  111  55  55  61  60  49  52  52
   112 1 15 3 1  126  46  66  75  77  70  75  59
   112 1 15 3 1  126  66  62  58  67  64  69  62
   113 2 17 5 2   77  45  42  35  56  55  55  47
   113 1 17 6 2  113  46  48  52  70  68  69  54
   114 1 14 4 2   93  50  34  56  35  42  27  28
   114 1 14 4 2  105  53  57  58  47  49  45   .
   115 2 18 1 1  136  59  69  55  57  59  55  65
   115 2 18 1 1  142  74  66  69  57  44  58  61
   116 2 16 5 2   88  42  38  53  51  53  37  54
   116 1 16 6 2   87  59  49  37  44  56  51  46
   117 2 18 5 2  111  70  53  57  46  69  53  50
   117 1 18 6 2   99  54  48  56  57  41  53  52
   118 2 18 2 2   87  54  38  54  52  43  44  45
   118 2 18 2 2   80  48  37  30  41  26  32  52
   119 2 14 5 2   85  58  44  47  48  47  51  35
   119 1 14 6 2  105  57  38  44  55  58  58  57
   120 2 16 2 2  101  52  37  44  55  57  51  38
   120 2 16 2 2   97  53  33  44  55  43  46  16
   121 2 15 5 2  116  45  55  50  58  48  58  55
   121 1 15 6 2   89  58  55  45  49  45  46  53
   122 2 15 5 2   82  55  44  38  54  43  46  31
   122 1 15 6 2   88  52  45  55  38  38  39  45
   123 2 15 5 2  127  58  56  47  51  54  55  51
   123 1 15 6 2   96  44  33  36  57  42  49  47
   124 2 15 2 2   86  50  48  43  51  42  43  47
   124 2 15 2 2  106  47  40  51  53  66  70  56
   125 1 15 4 2  100  41  44  33  56  60  58  39
   125 1 15 4 2  117  45  52  59  65  61  57  65
   126 2 16 1 1   79  49  37  29  42  34   .  59
   126 2 16 1 1   80  45  46  47  47  44  42  46
   127 1 18 3 1   89  47  60  62  34  30  34  62
   127 1 18 3 1   98   .  52  49  52  49   .  59
   128 2 14 5 2    .  57  50  47  40  42  48  60
   128 1 14 6 2  103  49  42  45  63  54  58  56
   129 2 15 1 1   95  50  43  46  42  41  46  46
   129 2 15 1 1   96  55  45  56  54  33  35  30
   130 2 17 5 2  104  62  61  49  44  45  50  51
   130 1 17 6 2   95  48  57  41  39  34  50  50
   131 2 18 5 2  113  47  46  49  62  56   .  32
   131 1 18 6 2    .  52  62  51  45  52  50  37
   132 2 17 1 1   94  47  54  51  35  54  46  48
   132 2 17 1 1  101  56  48  45  48  53  46  49
   133 2 14 5 2  116  72  74  70  39  56  47  58
   133 1 14 6 2   90  43  50  54  44  40  41  41
   134 1 17 4 2   82  51  46  40  51  42  48  52
   134 1 17 4 2   82  62  38  47  55  51  41  49
   135 1 16 3 1   98  62  51  54  44  44  55  52
   135 1 16 3 1   89  49  43  44  54  46  63  44
   136 2 15 5 2   84  39  39  46  46  59  49  65
   136 1 15 6 2  106  49  53  61  64  55  46  58
   137 2 14 5 2  126  60  62  71  63   .  58  68
   137 1 14 6 2   86  50  50  52  47  42  42  51
   138 2 15 2 2   90  33  36  39  46  37  50  59
   138 2 15 2 2   78  40   .  32  38  41  50  46
   139 1 14 3 1  107  65  58  65  48  60  68  40
   139 1 14 3 1   91  51  50  55  61  53  60  24
   140 2 15 1 1  120  61  43  58  52  49  59  57
   140 2 15 1 1  106  55  49   .  44  42  44   .
   141 1 18 4 2  122  66  57  51  65  53  64  54
   141 1 18 4 2  152  71  74  77  80  80  93  69
   142 1 17 4 2  104  60  41  45   .  68  59  56
   142 1 17 4 2  114  57  54  60  56  59  50  52
   143 2 14 5 2   88  47  44  45  51  40  33  48
   143 1 14 6 2   95  65  51  52  39  43  41  50
   144 2 16 2 2  103  43  58  45  46  39  57  58
   144 2 16 2 2  107  49  44  46  58  61  61  50
   145 1 17 4 2   90  45  52  53  48  50  48  48
   145 1 17 4 2   82  28  29  34  43  32  32  61
   146 2 18 2 2  106  54  55  48  53  42  30  35
   146 2 18 2 2  113  50  44  48  49  61  56  53
   147 2 14 5 2   88  47  52  47  47  32  33  32
   147 1 14 6 2   77  54  45  40  26  22  28  32
   148 2 16 5 2  100  48  44  54  55  56  50   .
   148 1 16 6 2   99  59  47  50  39  44  39  48
   149 2 15 1 1  104  49  64  64  64   .  51  48
   149 2 15 1 1  110  55   .  56  61  65  53  27
   150 2 15 1 1   81  45  62  57  48  54  32  55
   150 2 15 1 1   99  57  60  63  47  40  46  50
   151 1 14 3 1  104  64  63  57  69  56  47  52
   151 1 14 3 1  105  57  67  52  55  54  47  59
   152 2 14 5 2   97  43  44  40  53  41  53  32
   152 1 14 6 2  106  36  50  43  48  44  45  37
   153 2 14 5 2   92  47  42  49  56  44  45  61
   153 1 14 6 2   97  35  45  38  56  49  48  57
   154 2 13 2 2  116   .  42  61  45  54  43  59
   154 2 13 2 2  123  69  69  56  55   .  62  48
   155 2 14 2 2   91  43  46  36  36  49  44  37
   155 2 14 2 2   87  44  43  37  58  43  35  51
   156 2 14 2 2   85  37  37  34  51  51  50  59
   156 2 14 2 2   92  52  47  44  51  51   .  58
   157 1 14 3 1   94  40  52  52  49  55  45  35
   157 1 14 3 1   90  49  53  54  47  49  54  29
   158 2 14 5 2  112   .  44   .  62  45  42  39
   158 1 14 6 2  111  59  58  65  61  64  57  33
   159 2 15 5 2  102  54  55  53  65  57  46  58
   159 1 15 6 2   93  51  65  59  49  45  43  54
   160 2 16 5 2   97  37  43  55  56  56  71  37
   160 1 16 6 2   99  42  45  58  56  52   .  48
   161 2 18 5 2   84  42  43  43  30  34  47  45
   161 1 18 6 2   75  41  48  45  35  40  48  52
   162 1 15 4 2  122  48  54  46  67  73   .  55
   162 1 15 4 2  121  56   .  58  46  63   .  58
   163 2 16 5 2  132  70  66  57  53  53  66  62
   163 1 16 6 2  107  74  52  55  36  39  50  59
   164 2 17 5 2   91  47  41  40  50  37  44   .
   164 1 17 6 2  103  49  45  35  55  37  44  49
   165 2 14 1 1   79  33  53  43  33  28  31  30
   165 2 14 1 1   89  53  51  46  50  37  37  49
   166 2 14 2 2   89  58  50  57  43  39  48  46
   166 2 14 2 2   87  31  42  35  40  43  52  59
   167 2 17 2 2   76  47  50  50  46  48  41  37
   167 2 17 2 2   98  55  60  54   .  51  44  53
   168 2 18 1 1  105  52  50  55  56  49  58  44
   168 2 18 1 1  106  48  65  56  46  56  62  67
   169 1 17 4 2  125  59  58  66  51  63  63  53
   169 1 17 4 2  113  35  43  46   .  53  40  55
   170 2 18 5 2   82  29  40  44  43  40  41  51
   170 1 18 6 2   79  44  39  29  60  63  61  40
   171 2 13 5 2  106  47  45  50  60   .  64  65
   171 1 13 6 2   94  47  49  55  39  50  63   .
   172 2 14 1 1  102  64  56  69  39  48  38  55
   172 2 14 1 1   98  47  48   .  56  68  44  50
   173 2 14 1 1   79  48  47  37  30  33  22  49
   173 2 14 1 1   71  37  31  38  24  32  20  36
   174 2 16 2 2   80  31  42  38  36  41  38  41
   174 2 16 2 2   69  25  24  18  42  49  44  58
   175 1 18 4 2   99  52  56  61  63  63  58  34
   175 1 18 4 2  117  69  66  68  62  54  54  48
   176 2 14 5 2  107  51  51  59  37  49  47  50
   176 1 14 6 2   95  52  48  46  58  62  52  81
   177 2 15 2 2  113  59   .  50  59  65  63  47
   177 2 15 2 2  107  40  41  32  49  57  47  37
   178 1 16 3 1   96  43  48  42  39  43  45  55
   178 1 16 3 1  106  56  63  51  44  57  63  39
   179 1 13 4 2   65  31  16  24  18  20  36  42
   179 1 13 4 2   68  45  31  38  28  35  33  45
   180 2 16 2 2  125  50  58  58  64  47  61  70
   180 2 16 2 2  115  61  69  60  61  61  45  58
   181 1 14 3 1  101  46  34  39  37  44  53  61
   181 1 14 3 1   80  58  35  47  43  49  46  41
   182 2 17 5 2  125  60  65  55  51  54  61  82
   182 1 17 6 2  133  67  72  69  52  56  52  59
   183 2 14 1 1  104  42  49  47  49  55  61  47
   183 2 14 1 1   92   .  39  36  52  65  60  50
   184 2 14 5 2  112  69  66  53  62  41  42  57
   184 1 14 6 2   94  55  56  52  49  47  58  51
   185 1 15 3 1  129  56  64  66  63  70  69  44
   185 1 15 3 1  113  63  56  53  60  61  61  43
   186 1 15 4 2  113  50  41  46  58  63  55  47
   186 1 15 4 2  109  41  49  53  48  63  50  56
   187 2 18 5 2  118  58  42  62  57  55  59  53
   187 1 18 6 2  111  58  64  47  59  56  59  62
   188 1 17 4 2  112  63  52  58  47  43  52  48
   188 1 17 4 2  108  43  47  52  49  60  45  27
   189 1 14 3 1   98  69  50  61  50  42  40  52
   189 1 14 3 1  105  66  65  60  60  55  42  42
   190 1 14 4 2   89  37  40  29  47  57  59  65
   190 1 14 4 2   85  39  39  35  46  47  54  64
   191 2 14 5 2   98  52  45  49  55  53  54  40
   191 1 14 6 2   85  46  46  42  39  42  46  40
   192 2 14 1 1   99  44   .  45  52  47  28  43
   192 2 14 1 1   97  39  49  42  53  48  42  31
   193 1 15 4 2   90  50  58  58  41  30  32  33
   193 1 15 4 2  103  49  52  49  51  40  43  54
   194 2 13 5 2    .  52  50  40  60  69  63  48
   194 1 13 6 2  104  60  58  52  51  42  49  53
   195 2 17 5 2   90  57  44  55  50  46  59  31
   195 1 17 6 2   91  40  36  36  45  44  43  46
   196 2 14 5 2  114  49  59  56  55  60  46  50
   196 1 14 6 2  116  44  53  51   .  58  53  62
   197 2 17 2 2   88  56  51  56  29  34  38  49
   197 2 17 2 2   71  32  37  33  41  39  43  64
   198 2 17 1 1  101  53  55  65  49  39  44  54
   198 2 17 1 1  105   .  64  64  51   .  43  60
   199 2 18 5 2  124  67  66  70  60   .   .  52
   199 1 18 6 2  128  67  83  79  66  60  59  68
   200 2 17 5 2   87  54  47  38  43  53  38  65
   200 1 17 6 2   90  43  31  31  36  42  42  60
   201 2 17 1 1  113  63  54  56  59  54  49  48
   201 2 17 1 1  104  57  38  60  39  54  47  52
   202 2 14 1 1    .  81  72  68  50  45  54  58
   202 2 14 1 1  139  63  61  55  73  66  74  53
   203 1 17 3 1   86  48  42  45  44  44  31  58
   203 1 17 3 1   93  49  43   .  36  40  33  47
   204 1 15 3 1  116  51  48  53  54  56  49  49
   204 1 15 3 1  102  53  38  42  56   .  55  55
   205 2 17 5 2  112  50  53  55  48  51  47  57
   205 1 17 6 2   82  41  41  33  51  45  44  52
   206 2 18 1 1   76  49   .  53  34  39  37  63
   206 2 18 1 1   82  41  65  45  43  55  46  51
   207 2 18 1 1   94  38  59  60  53  48  58  53
   207 2 18 1 1   95  59  56   .  44   .  52  54
   208 1 14 3 1   96   .  47  48  50  52  37  50
   208 1 14 3 1  109  59  42  53  48  49  49  50
   209 2 14 2 2  102  45  48  55  47  60  65  50
   209 2 14 2 2   93  75  68  58   .  46  52   .
   210 1 14 3 1  119  61  56  60   .  57  61  63
   210 1 14 3 1  112  53  46  51  60  58  47  61
   211 1 17 4 2  119  68  50  61  53  53  49  54
   211 1 17 4 2   79  43  45  51  54  57  43  44
   212 2 17 1 1   81  45  37  45  42  48  39   .
   212 2 17 1 1   83  44  35  32  65  66  65  20
   213 2 17 1 1  108  42  45  47  53  51  60  33
   213 2 17 1 1  110  47  53  46  39  53  57  33
   214 2 17 1 1  120  66  60  55  49  42  51  42
   214 2 17 1 1  114  60  59  47  42  49  40  45
   215 2 17 5 2   86  54  46  37  40  46  46  45
   215 1 17 6 2  110  61  51  50  48  49  36  39
   216 1 15 3 1  125  60  60  58  55  48  58  56
   216 1 15 3 1  111  65  60  60  46  50  56  41
   217 2 14 5 2  118  39  47   .  61  61  55  52
   217 1 14 6 2  121  56  57  56  52  65  66  59
   218 2 16 5 2   98  50  57  57  61  51  41  49
   218 1 16 6 2  102  57  60   .  54  46  54  58
   219 1 14 4 2  103  42  52   .  44  45  49  52
   219 1 14 4 2  100  45  48  41  50  49  56  40
   220 1 14 3 1   92  51  37  51  44  47  43  40
   220 1 14 3 1   89  46  48  53  47  51  43  43
   221 2 17 2 2  101  37  51  41  49  44  49  57
   221 2 17 2 2  112  55  53  46  41  56  46  54
   222 2 15 5 2  133  59  65  66  57   .  66  47
   222 1 15 6 2  107  46  60  46  53  61  52  50
   223 2 13 2 2   56  23  32  35  36  23  29  29
   223 2 13 2 2   80  30  29   .  34  27  31  25
   224 2 14 5 2  127  52  67  50   .  70  74  67
   224 1 14 6 2  109  49  53  61  43  41   .  70
   225 1 17 4 2   99  54  64  58  67  59  58  49
   225 1 17 4 2  104  55  45  53  53  63  52  33
   226 2 15 5 2  107  50  49  42  41  41  47  49
   226 1 15 6 2   90  40  39  43  35  53  43   .
   227 2 15 5 2   85  50  53  46  22  33  49  56
   227 1 15 6 2  110  45  52  61  57  49  61  69
   228 2 18 5 2   97  57  41  59  40  42  48  61
   228 1 18 6 2   81  37  40  29  54  38  41   .
   229 1 16 4 2   98   .   .   .  46  48  44  54
   229 1 16 4 2  106  46  57  40  41  52  53  66
   230 1 14 3 1  102  58  62  57  56  51  58  54
   230 1 14 3 1   88  56  49  54  33  46  47  46
   231 1 14 3 1   96  40  48  43  52  50  59  40
   231 1 14 3 1  103  40  57  54  47  47  50  59
   232 1 14 4 2   84  42  37  38  42  65  51  45
   232 1 14 4 2   85  37  35  33  40  64  52  47
   233 2 17 5 2  119  47  50  48  54  64  61  46
   233 1 17 6 2   95  49  46  45  53  43  41  57
   234 2 14 1 1   96  48  48  45  46  48  45  47
   234 2 14 1 1    .  39  45  50  32  39  37  33
   235 1 17 4 2  120  54  46  50  60  69  74  59
   235 1 17 4 2   97  54  36  46  44  57  61  50
   236 1 17 3 1   99  52  50  47   .  47  54  24
   236 1 17 3 1  105  50  47  45  55  59  51   .
   237 2 16 2 2   91  43  37  30  38  32  45  37
   237 2 16 2 2   81  39  44  51  33  31  27  34
   238 2 18 5 2  112  64  60  77  59  56  42  38
   238 1 18 6 2  125  52  47  41  43  48  52  63
   239 2 14 1 1   98   .  44  53  47  49  44  46
   239 2 14 1 1  103  42  48  61  44  50  49  56
   240 2 14 5 2   94  51  53  44  49  55  38  51
   240 1 14 6 2    .  54  33  40  33  32  33  39
   241 2 14 5 2  100  35  33  44  42  49  43  54
   241 1 14 6 2  123  51  54  57  65  58  57  57
   242 2 14 1 1   80  46  50  51  39  48  57  51
   242 2 14 1 1   80  43  39  43  46  52  52  43
   243 2 16 5 2   78  28  54  51  34  35  33  45
   243 1 16 6 2  107  51  52  50  47  63  56  36
   244 2 16 5 2   95  49  58  59  66  50  35  41
   244 1 16 6 2  100  54  49  53  61  47  47  53
   245 1 18 3 1  111  55  61  55  52  46  48  50
   245 1 18 3 1  118  57  69  66  53  47  45  50
   246 1 13 3 1  112  55  34  55  45  53  56  56
   246 1 13 3 1  102  56  57  58  36  54  48  74
   247 2 18 1 1  107  46  58  54  62  63  58   .
   247 2 18 1 1  107  43  38  47  54  42  40  48
   248 2 16 2 2  117  51  59  59  48  56  56  59
   248 2 16 2 2  114  44  54  57  53  49  54  58
   249 2 17 2 2   75  39  43  34  38  57  35  51
   249 2 17 2 2  108  61  66  48  59  43  48  54
   250 2 17 5 2  104  67  75  63  43  57  60  63
   250 1 17 6 2  111  56  56  54  49  63  49  57
   251 2 16 2 2  121  44  50  53  56  65  58  45
   251 2 16 2 2  112  54  52  43  48  54  40  48
   252 2 14 1 1   61  46  36  29  32  23  30  40
   252 2 14 1 1   65  33  30  31  31  36  31  39
   253 2 16 5 2    .  56  55  50  56  55  54  48
   253 1 16 6 2   90  43  53  48  60  54  48  44
   254 1 17 3 1   76  52  42  36  30  42  43  51
   254 1 17 3 1   74  34  38  42  42  38  39  58
   255 2 14 1 1   96  57  51  49  52  57  50  55
   255 2 14 1 1  101  73  61  58  57  47  50  51
   256 2 15 5 2  120  67   .  59  65  72  67  49
   256 1 15 6 2  106  61  54  49  65  65  62  54
   257 2 17 5 2  110  44  39  54   .  41  49  76
   257 1 17 6 2  101  51  53  48  57  48  61  49
   258 2 18 5 2  124  57  52  61  51  68  58  76
   258 1 18 6 2  117  68  52  56  53  59  46  69
   259 2 17 1 1   85  37   .  32  33  44  40  42
   259 2 17 1 1   84  51  47  50  34  33  30   .
