  84 2  19 24 17 18 18   3 2 6
  85 1  24 24 28 26 27   4 6 5
  85 1  21 27 29 29 26   4 6 5
  88 1  25 19 26 15 25   3 4 7
  88 1  25 20 25 25 27   3 4 7
  89 2  12 17 15 11 19   3 2 4
  89 2  19 17 18 17 19   3 2 4
  90 1  11 14 13  8 10   3 3 1
  90 1  13 20 16 13 14   3 3 1
  91 1  25 25 20 17 21   4 6 5
  91 1  22 28 21 20 18   4 6 5
  92 2  20 24 27 18 23   3 4 4
  92 2  18 17 12 17 24   3 4 4
  96 1  23 20 23 21 25   4 5 4
  96 1  23 21 26 23 25   4 5 4
  97 1  17 20 18 14 18   4 3 2
  97 1  19 18 19 21 19   4 3 2
 100 2  19 22 26 16 20   4 4 3
 100 2  24 26 19 16 21   4 4 3
 102 2  28 22 25 26 20   3 5 6
 102 2  24 27 22 27 22   3 5 6
 103 1  14 11 25 23 30   5 5 4
 103 1  20 11 26 18 32   5 5 4
 104 1  18 26 21 23 19   4 3 7
 104 1  17 23 21 26 20   4 3 7
 105 2  24 30 25 29 26   6 4 4
 105 2  25 32 29 29 31   6 4 4
 106 1  22 22 24 24 22   4 4 4
 106 1  22 26 23 23 22   4 4 4
 107 1  25 20 24 21 20   4 4 5
 107 1  25 26 29 25 23   4 4 5
 108 2  23 27 18 16 21   4 5 4
 108 2  18 21 12 10 14   4 5 4
 109 2  27 34 30 29 32   6 5 7
 109 2  28 34 31 30 31   6 5 7
 110 1  25 24 29 19 29   3 5 1
 110 1  26 24 27 28 29   3 5 1
 111 1  23 28 25 23 21   4 4 4
 111 1  26 26 24 22 24   4 4 4
 112 1  14 26 21 20 21   2 1 2
 112 1  13 20 21 12 19   2 1 2
 113 2  19 28 18 21 21   5 6 3
 113 2  26 29 25 24 24   5 6 3
 114 1  14 21 15 17 13   2 1 1
 114 1  18 20 18 16 16   2 1 1
 115 1  22 21 25 22 22   4 5 3
 115 1  21 23 22 20 28   4 5 3
 116 1  15 14 14 16 14   1 1 1
 116 1  15 14 18 17 15   1 1 1
 117 1  20 20 21 19 21   3 3 5
 117 1  21 25 20 23 23   3 3 5
 118 1  20 19 24 18 21   5 4 3
 118 1  19 11 17 21 20   5 4 3
 123 2  17 11 11 16 13   2 1 2
 123 2  14 17 15 20 18   2 1 2
 124 2  13 14 18 11 13   3 3 .
 124 2  17 14 15 11 16   3 3 .
 133 1  17 13 15 18 17   4 4 3
 133 1  16 12 17 18 17   4 4 3
 134 1  11  6 17  8 16   3 4 4
 134 1  15 12 17 21 17   3 4 4
 139 2  12 12 13 18 18   5 5 5
 139 2  18 13 18 18 20   5 5 5
 140 2  21 20 18 24 16   5 4 4
 140 2  20 21 14 16 17   5 4 4
 142 1  16 25 21 21 18   4 5 2
 142 1  15 18 16 21 17   4 5 2
 145 1  24 19 24 23 23   3 3 3
 145 1  23 19 26 23 27   3 3 3
 148 2  16 19 20  9 22   4 3 4
 148 2  14 21 18 19 18   4 3 4
 149 2  26 33 25 29 25   5 5 5
 149 2  27 34 29 31 25   5 5 5
 151 1  20 20 19 21 21   3 3 4
 151 1  24 20 21 21 21   3 3 4
 153 1  20 18 25 15 25   3 4 4
 153 1  13 13 16 12 22   3 4 4
 154 1  21 20 15 19 17   3 2 2
 154 1  15 28 17 23 14   3 2 2
 155 1  27 15 25 23 27   3 3 7
 155 1  23 19 27 23 28   3 3 7
 157 1  30 34 29 31 32   6 5 7
 157 1  30 34 32 33 32   6 5 7
 160 1  21 11 26 20 22   4 4 4
 160 1  24 27 26 29 23   4 4 4
 161 2  28 20 24 25 23   3 5 3
 161 2  24 25 28 25 27   3 5 3
 164 1  19 29 20 18 24   5 6 4
 164 1  22 25 24 21 24   5 6 4
 165 1  30 32 31 30 28   5 6 2
 165 1  30 27 31 28 29   5 6 2
 166 2  23 20 22 24 25   4 5 5
 166 2  21 18 17 15 18   4 5 5
 167 1  25 18 20 23 19   4 5 3
 167 1  24 23 23 20 20   4 5 3
 168 1  21 24 23 28 25   3 3 4
 168 1  22 26 28 29 28   3 3 4
 170 2  14 22 20 10 22   5 5 3
 170 2  22 17 21 14 23   5 5 3
 171 2  20 25 26 23 22   3 6 6
 171 2  21 18 19 15 18   3 6 6
 173 2  25 23 21 27 22   4 1 2
 173 2  20 12 16 21 21   4 1 2
 175 2  25 27 18 21 23   4 5 4
 175 2  24 21 26 25 26   4 5 4
 176 1  23 28 26 25 28   5 5 5
 176 1  24 31 24 26 27   5 5 5
 177 2  27 24 28 28 25   3 4 3
 177 2  30 23 31 28 31   3 4 3
 178 1  26 24 32 26 28   4 6 5
 178 1  25 29 32 22 30   4 6 5
 179 2  19 28 25 25 24   3 5 4
 179 2  25 33 28 27 23   3 5 4
 182 1  22 20 19 13 12   4 3 4
 182 1  20 22 18 20 17   4 3 4
 183 1  19 17 18 20 14   1 2 2
 183 1  17 18 19 19 16   1 2 2
 184 2  19 20 18 22 22   5 6 4
 184 2  24 23 21 24 23   5 6 4
 185 1  24 25 24 23 26   . . .
 185 1  24 28 21 23 26   . . .
 190 2  20 30 22 22 24   4 5 5
 190 2  24 32 23 21 27   4 5 5
 192 1  29 35 30 31 28   3 4 4
 192 1  30 30 29 28 30   3 4 4
 195 2  24 20 26 20 28   5 4 2
 195 2  17 25 16 12 19   5 4 2
 198 1  17 20 19 19 19   3 3 4
 198 1  16 22 18 18 21   3 3 4
 199 1  18 12 17 12 18   2 1 2
 199 1  17 18 20 21 20   2 1 2
 200 1  13 17 13 12 15   3 4 3
 200 1  11 19 12 21 11   3 4 3
 203 1  22 23 21 14 27   1 1 2
 203 1  24 25 23 23 30   1 1 2
 206 2  19 20 27 22 25   5 3 4
 206 2  18 17 18 18 22   5 3 4
 207 2  26 28 24 25 26   3 5 3
 207 2  28 25 25 26 28   3 5 3
 209 2  20 24 23 22 23   3 5 3
 209 2  25 25 25 20 28   3 5 3
 212 1  24 24 24 24 28   5 6 4
 212 1  22 29 27 28 25   5 6 4
 213 1  11 13 18  9 15   1 1 .
 213 1  14 12 19 14 18   1 1 .
 214 1  14 14 12 13 10   3 3 1
 214 1  14 14 18 15 16   3 3 1
 215 1  19 12 26 20 26   4 2 3
 215 1  21 24 28 21 27   4 2 3
 216 1  16 23 24 26 16   1 1 1
 216 1  16 20 21 25 14   1 1 1
 218 1  15 14 14 23 15   6 5 7
 218 1  16 16 17 24 17   6 5 7
 220 2  21 27 23 28 23   4 5 4
 220 2  26 33 25 30 26   4 5 4
 222 2  27 13 23 18 21   4 5 4
 222 2  20 16 20 16 25   4 5 4
 224 1  30 26 31 27 32   6 6 7
 224 1  30 25 29 20 31   6 6 7
 226 1  19 31 27 27 25   3 3 2
 226 1  22 31 26 31 25   3 3 2
 228 2  26 24 23 23 23   6 6 4
 228 2  24 27 23 25 24   6 6 4
 231 1  14 15 13 13 22   3 4 .
 231 1  14 20 18 12 21   3 4 .
 234 1  27 17 27 22 28   5 6 3
 234 1  28 21 22 21 30   5 6 3
 235 2  18 25 17 26 18   3 3 2
 235 2  23 27 25 27 26   3 3 2
 236 1  30 25 22 22 24   5 3 4
 236 1  30 25 23 22 25   5 3 4
 237 2  28 21 26 26 26   1 1 3
 237 2  24 24 32 27 28   1 1 3
 238 1  26 28 21 29 23   5 3 3
 238 1  26 28 28 28 29   5 3 3
 240 1  25 25 25 25 27   6 4 3
 240 1  27 29 28 27 27   6 4 3
 242 1  12 11 20 14 20   3 2 1
 242 1  16  7 24 14 24   3 2 1
 243 2  19 19 13 18 18   4 6 7
 243 2  15 20 19 21 19   4 6 7
 244 1  28 29 28 29 27   1 2 4
 244 1  31 34 30 29 30   1 2 4
 245 1  28 28 26 25 27   3 4 4
 245 1  30 29 26 25 28   3 4 4
 248 1  25 30 24 26 22   3 4 5
 248 1  23 31 25 27 24   3 4 5
 250 2  15 18 10 18 15   4 4 4
 250 2  18 18 16  9 17   4 4 4
 253 1  23 24 23 24 22   2 1 2
 253 1  22 27 27 26 23   2 1 2
 255 1  21 22 24 21 24   4 6 3
 255 1  25 30 25 22 20   4 6 3
 260 1  11 14 15 14 16   . . .
 260 1  14 14 12  9 13   . . .
 262 2  21 18 23 21 16   5 4 5
 262 2  25 32 21 25 22   5 4 5
 263 1  14 23 17 16 10   3 3 4
 263 1  17 22 15 13 15   3 3 4
 265 1  22 12 25 18 22   1 1 2
 265 1  20 10 21 22 22   1 1 2
 266 1  24 23 23 23 21   1 1 1
 266 1  24 27 24 25 24   1 1 1
 268 2  18 17 15 12 12   1 2 1
 268 2  20 18 16 14 14   1 2 1
 269 1  19 17 16 13 14   3 3 3
 269 1  23 16 18 15 17   3 3 3
 270 2  17 13 13 10 17   3 1 2
 270 2  21  7 16 16 18   3 1 2
 271 2  17 11 15 16 16   3 1 2
 271 2  13 17 19 19 14   3 1 2
 272 1  22 22 21 22 22   4 5 3
 272 1  20 23 24 22 24   4 5 3
 274 2  22 11 21 12 17   2 1 1
 274 2  17 17 17 17 18   2 1 1
 275 1  22 26 23 24 27   6 5 2
 275 1  11 20 21 18 21   6 5 2
 277 1  18 23 24 21 23   5 6 4
 277 1  23 30 22 24 25   5 6 4
 279 2  20 26 20 18 17   3 1 3
 279 2  19 20 16 21 18   3 1 3
 281 1  20 24 16 23 19   6 2 4
 281 1  24 25 17 26 22   6 2 4
 287 1  26 29 22 23 24   5 3 4
 287 1  19 17 21 23 22   5 3 4
 288 1  26 17 25 10 29   6 4 3
 288 1  22 22 22 15 25   6 4 3
 291 1  19 19 17 19 19   2 4 3
 291 1  17 20 18 21 19   2 4 3
 295 2  26 24 29 27 28   3 1 3
 295 2  12  4 15 17 18   3 1 3
 304 1  25 25 24 25 25   3 2 2
 304 1  25 22 21 21 25   3 2 2
 308 1  27 19 23 24 20   5 3 5
 308 1  29 32 27 27 22   5 3 5
 309 1  24 22 14 18 21   3 3 2
 309 1  22 14 16 20 23   3 3 2
 310 2  21 19 19 18 23   3 6 4
 310 2  24 19 25 24 24   3 6 4
 311 1  22 24 20 20 20   2 3 2
 311 1  24 30 24 25 24   2 3 2
 312 2  27 20 23 16 26   2 2 1
 312 2  25 20 23 21 25   2 2 1
 315 1  21 31 20 21 22   5 3 2
 315 1  17 31 19 25 18   5 3 2
 316 2  20 29 25 26 26   3 3 2
 316 2  15 14 17 16 21   3 3 2
 317 1  24 22 19 18 21   2 2 4
 317 1  22 20 18 12 21   2 2 4
 318 2  24 30 28 25 27   2 2 3
 318 2  19 20 17 20 20   2 2 3
 319 1  17 24 16 22 21   3 5 3
 319 1  21 22 19 20 22   3 5 3
 320 2  14 14 13 14 14   5 3 2
 320 2  10 19 13  6 13   5 3 2
 321 1  21 26 21 21 15   3 3 2
 321 1  21 15 18 17 17   3 3 2
 323 1  24 32 25 27 23   3 5 4
 323 1  26 34 29 26 24   3 5 4
 324 2  26 20 22 20 24   4 6 5
 324 2  28 19 22 19 25   4 6 5
 327 2  17 17 26 23 24   3 2 4
 327 2  13 18 18 22 19   3 2 4
 329 1   9 17 16 21 16   3 3 2
 329 1  12 17 13  6 12   3 3 2
 330 1  17 13 20  8 25   4 5 .
 330 1  20 11 16 13 24   4 5 .
 331 2  13 24 16 15 12   4 2 .
 331 2  18 23 14 21 11   4 2 .
 332 2  24 28 25 26 24   3 3 3
 332 2  21 25 25 20 22   3 3 3
 335 2  19 28 20 18 20   3 3 3
 335 2  17 25 19 17 12   3 3 3
 336 1  22 28 28 21 25   4 4 3
 336 1  21 30 28 29 19   4 4 3
 337 1  24 23 24 26 20   3 3 2
 337 1  22 21 21 19 22   3 3 2
 338 1  27 34 26 26 28   4 6 1
 338 1  27 24 21 25 23   4 6 1
 340 1  16 18  7 17 15   3 1 2
 340 1  11 17 14 12 14   3 1 2
 342 1  20 20 18 21 19   4 6 3
 342 1  17 19 15 16 19   4 6 3
 343 1  21 16 12 11 18   3 2 3
 343 1  21 14 18 15 17   3 2 3
 345 1  19 22 24 24 30   4 5 4
 345 1  22 32 27 29 30   4 5 4
 348 1  22 28 22 25 24   2 3 3
 348 1  23 28 25 27 24   2 3 3
 351 1  13 12 14 20 14   4 5 4
 351 1  14 10 19 14 16   4 5 4
 352 1  24 25 31 31 29   5 5 .
 352 1  20 25 29 30 29   5 5 .
 355 1  11 12 13 16 17   4 3 2
 355 1  10 11 15 13 14   4 3 2
 358 1  18 15 20 22 19   4 3 3
 358 1  19 15 21 20 14   4 3 3
 360 2  11 11 15  9 15   3 3 4
 360 2  21 19 19 14 18   3 3 4
 362 1  23 15 21 12 27   3 5 4
 362 1  21 15 21 13 24   3 5 4
 363 2  24 24 20 24 24   4 1 2
 363 2  22 24 22 23 22   4 1 2
 365 1  21 16 21 16 19   5 5 4
 365 1  16 14 19 18 19   5 5 4
 367 2  27 28 27 27 30   3 3 3
 367 2  21 21 24 19 25   3 3 3
 371 2  20 25 21 23 22   3 4 3
 371 2  17 19 20 17 22   3 4 3
 374 1  19 28 24 20 24   1 2 2
 374 1  16 23 22 18 21   1 2 2
 375 2  21 24 22 15 20   2 1 .
 375 2  23 14 22 24 22   2 1 .
 377 2  23 13 23 19 23   3 3 1
 377 2  20  7 19 12 21   3 3 1
 380 2  30 21 25 25 29   3 4 3
 380 2  24 19 23 23 29   3 4 3
 382 1  23 34 29 29 29   4 5 5
 382 1  24 32 29 28 30   4 5 5
 383 1  20 13 25 12 25   4 4 6
 383 1   9 16 19 10 21   4 4 6
 384 1  24 25 24 25 25   4 4 .
 384 1  21 20 24 16 20   4 4 .
 385 2  23 29 26 29 29   3 6 4
 385 2  27 32 24 27 24   3 6 4
 386 1  18 18 23 20 23   5 6 6
 386 1  21 22 23 19 23   5 6 6
 388 1  18 14 17 20 18   3 4 4
 388 1  15 19 20 15 18   3 4 4
 392 1  17 12 19 18 15   3 3 2
 392 1  21 12 18 14 18   3 3 2
 393 2  19 14 17 15 19   5 5 4
 393 2  19 16 23  8 24   5 5 4
 394 2  24 11 18 13 19   5 5 5
 394 2  25 20 14 17 18   5 5 5
 396 2  23 26 20 19 24   5 6 6
 396 2  26 33 28 27 26   5 6 6
 397 1  20 26 26 18 25   2 2 3
 397 1  21 28 26 24 26   2 2 3
 401 2  21 20 20 25 24   . . .
 401 2  23 25 20 15 21   . . .
 402 1  19 26 27 21 26   3 3 3
 402 1  22 23 30 18 28   3 3 3
 406 2  22 29 20 18 19   2 3 2
 406 2  22 19 19 15 18   2 3 2
 408 1   7  4  9  8 14   4 3 4
 408 1  17 12 10 12 17   4 3 4
 411 2  19 20 13 17 18   3 4 7
 411 2  15 23 17 18 21   3 4 7
 412 1  26 31 20 16 21   4 6 6
 412 1  22 30 23 25 22   4 6 6
 415 2  19 26 19 23 17   5 5 4
 415 2  15 21 16 21 14   5 5 4
 416 1  16 10 22 11 19   6 6 7
 416 1  14 14 20 14 22   6 6 7
 417 2  25 28 23 28 22   4 2 1
 417 2  25 28 28 29 22   4 2 1
 418 1  26 22 26 26 27   5 6 4
 418 1  23 26 24 25 29   5 6 4
 420 1  25 28 23 27 23   4 4 2
 420 1  27 32 23 23 22   4 4 2
 421 2  16  5 21 13 17   2 4 2
 421 2  17 13 18 14 18   2 4 2
 423 1  17 18 16 21 16   4 3 7
 423 1  17 14 20 23 19   4 3 7
 425 1  14 21 15 23 17   3 4 3
 425 1  19 22 19 21 16   3 4 3
 427 1  20 25 15 23 20   4 6 6
 427 1  20 25 17 26 25   4 6 6
 428 2  25 31 26 28 23   3 6 2
 428 2  27 33 24 29 24   3 6 2
 429 1  20 27 18 21 19   3 1 3
 429 1  21 28 16 23 21   3 1 3
 430 2  25 22 18 23 22   3 3 3
 430 2  23 25 26 23 22   3 3 3
 432 2  13 14 16 11 19   4 6 3
 432 2  17 12 18 15 16   4 6 3
 433 1  21 22 21 17 22   4 4 5
 433 1  27 22 17 15 24   4 4 5
 435 1  21 23 22 23 23   4 6 3
 435 1  25 21 23 25 20   4 6 3
 437 2  23 20 21 24 20   4 3 2
 437 2  26 25 22 21 24   4 3 2
 438 1  12 20 15 17 12   2 1 2
 438 1  15 18 14 17 13   2 1 2
 439 2  26 33 24 28 24   2 3 2
 439 2  24 30 31 26 27   2 3 2
 440 1  20 29 23 29 24   4 3 2
 440 1  21 30 26 25 25   4 3 2
 442 2  22 10 23 17 20   3 3 3
 442 2  21 17 18 20 19   3 3 3
 444 1  17 27 19 21 16   4 4 3
 444 1  19 23 22 23 19   4 4 3
 445 2  18 14 15 12 14   4 3 2
 445 2  17 20 19 21 14   4 3 2
 446 1  10 20 24 22 19   3 1 2
 446 1  18 17 19 22 20   3 1 2
 447 1  16 18 14 11 22   4 1 3
 447 1  13 14 22 17 24   4 1 3
 449 1  22 21 22 24 24   1 4 3
 449 1  25 16 25 26 27   1 4 3
 450 2  21 20 20 21 20   4 6 .
 450 2  26 28 24 27 23   4 6 .
 451 2  26 21 21 23 22   3 3 .
 451 2  22 25 21 26 22   3 3 .
 452 2  17 14 20 14 15   3 3 .
 452 2  21 19 15 20 22   3 3 .
 453 2  19 32 16 24 13   4 1 1
 453 2  21 33 27 28 25   4 1 1
 454 1  16 20 23 23 21   4 2 1
 454 1  20 16 19 15 21   4 2 1
 455 2   6  8 11 11 15   3 3 3
 455 2   5 11 13  4 12   3 3 3
 456 2  16 16 17 14 17   3 3 2
 456 2  20 20 19 14 20   3 3 2
 461 2  18 13 19 11 21   3 2 2
 461 2  18 17 15 23 19   3 2 2
 462 1  19 11 19 12 14   3 3 3
 462 1  18 20 21 16 14   3 3 3
 466 2  20 22 22 25 21   2 3 2
 466 2  17 20 21 21 16   2 3 2
 467 2  22 26 20 21 16   5 3 3
 467 2  25 25 21 23 18   5 3 3
 468 1  23 34 32 30 29   5 5 3
 468 1  27 34 32 30 29   5 5 3
 469 1  21 26 21 24 25   3 4 .
 469 1  18 26 24 25 26   3 4 .
 471 2  22 28 21 26 22   1 1 2
 471 2  17 20 11 14 19   1 1 2
 472 1  25 32 29 29 24   4 5 5
 472 1  27 32 30 27 30   4 5 5
 474 1  15 23 25 19 28   4 5 4
 474 1  18 29 21 24 24   4 5 4
 475 2  20 20 20 26 18   5 3 2
 475 2  19 20 15 24 19   5 3 2
 476 2  14 14 16 11 16   6 2 4
 476 2  14 20 17 18 19   6 2 4
 477 1  21 25 20 23 24   3 6 3
 477 1  23 32 24 27 23   3 6 3
 478 2  23 20 21 18 21   3 1 3
 478 2  13 10 16 18 17   3 1 3
 479 2  19 18 20 21 20   3 3 2
 479 2  20 25 20 20 22   3 3 2
 480 2  17 26 22 23 21   4 4 4
 480 2   6 16 13 15 14   4 4 4
 481 1  20 30 22 25 20   5 6 6
 481 1  21 29 24 25 21   5 6 6
 483 1  20 24 23 23 18   3 4 4
 483 1  23 24 23 26 18   3 4 4
 484 2  16 26 13 19 17   5 4 3
 484 2  22 24 14 20 17   5 4 3
 485 1  16 18 16 15 10   3 3 3
 485 1  16 21 17 12 15   3 3 3
 487 1  25 17 20 25 24   3 4 2
 487 1  22 23 22 25 21   3 4 2
 490 1   9 13 16 12 10   4 4 .
 490 1  13 12 17 11 16   4 4 .
 493 1  15 11 12  9 14   3 2 2
 493 1  16 16 17 18 12   3 2 2
 494 1  20 20 21 21 22   3 1 1
 494 1  21 21 18 25 20   3 1 1
 497 2  18 18 16 19 16   4 6 4
 497 2  19 25 15 22 16   4 6 4
 498 1  18 17 17 12 15   5 4 .
 498 1  21 14 17 15 19   5 4 .
 499 1  15 29 20 17 20   2 3 4
 499 1  16 32 25 24 22   2 3 4
 508 1  15 14 14 18 21   2 5 .
 508 1  15 16 18 18 20   2 5 .
 509 2  15 11 15  3 14   3 2 5
 509 2  18 18 13 18 14   3 2 5
 511 1  23 22 17 17 23   1 2 1
 511 1  17 18 19 20 20   1 2 1
 515 2  17  8 15 13 18   1 3 4
 515 2  19 13 15 12 17   1 3 4
 517 2   9  8 18 13 10   4 5 2
 517 2  16 19 20 11 15   4 5 2
 518 2  25 14 26 17 25   1 1 2
 518 2  20 10 19 12 22   1 1 2
 519 1  17 17 19 25 22   2 2 1
 519 1  12  6 18 21 19   2 2 1
 521 2  22 29 22 24 20   5 6 6
 521 2  26 33 26 28 24   5 6 6
 522 1  19 20 22 14 23   4 6 7
 522 1  19 21 24 20 21   4 6 7
 523 2  13 18 13 12 18   3 3 3
 523 2  24 14 18 17 20   3 3 3
 524 2  18 17 20 18 14   3 4 1
 524 2  19 20 22 20 20   3 4 1
 526 1   9 13 15 19 15   3 . 2
 526 1  19 23 18 19 18   3 . 2
 529 1  22 17 23 12 25   1 1 2
 529 1  15 13 20 19 24   1 1 2
 530 1  23 24 21 24 18   2 2 2
 530 1  18 28 25 25 21   2 2 2
 532 1   7 11 15  4 21   6 6 5
 532 1  11  8 16 10 18   6 6 5
 535 1  14 16 13 10 15   5 4 2
 535 1  21 20 16  8 17   5 4 2
 537 2  21 18 21 17 22   3 5 4
 537 2  23 21 23 23 22   3 5 4
 540 1  13 22 16 14 17   5 3 4
 540 1  11 24 20 21 21   5 3 4
 541 2  24 20 20 25 23   6 6 4
 541 2  25 31 25 27 26   6 6 4
 544 2  22 25 19 19 21   3 3 2
 544 2  19 24 22 24 20   3 3 2
 547 1  19 20 15  4 22   4 6 7
 547 1  21 19 16  9 23   4 6 7
 549 1  17 14 23 23 22   4 3 2
 549 1  20 18 21 20 24   4 3 2
 553 2  20 24 28 24 27   3 3 3
 553 2  25 29 28 26 27   3 3 3
 555 2  18 21 20 16 18   4 4 4
 555 2  19 19 18 19 20   4 4 4
 557 2  21 20 23 24 21   6 5 .
 557 2  27 34 27 27 29   6 5 .
 562 1  21 14 24 16 25   4 4 4
 562 1  20 20 25 15 23   4 4 4
 568 2  19 20 16 23 26   5 6 4
 568 2  22 22 21 19 24   5 6 4
 569 2  19 20 21 19 19   2 3 3
 569 2  17 16 19 18 16   2 3 3
 571 2  19 20 19 21 20   2 3 2
 571 2  23 21 17 21 20   2 3 2
 573 1  22 21 20 23 23   3 5 6
 573 1  20 15 18 19 21   3 5 6
 574 2  16 11 13 17 18   3 3 2
 574 2  17 14 20 26 18   3 3 2
 575 2  23 33 32 30 32   5 5 5
 575 2  22 26 27 21 30   5 5 5
 576 1  15 18 22 23 23   4 4 4
 576 1  19 18 18 21 19   4 4 4
 577 1  21 20 18 23 22   3 3 3
 577 1  22 22 22 17 25   3 3 3
 579 2  20 24 17 20 18   3 4 5
 579 2  13 27 11 21 17   3 4 5
 581 2  23 23 25 19 28   4 5 5
 581 2  18 15 23 15 23   4 5 5
 582 1  19 20 18 18 18   2 3 3
 582 1  21 13 20 23 17   2 3 3
 583 2  18 23 17 23 19   3 1 1
 583 2  17 21 25 21 19   3 1 1
 586 1  11 26 20 21 18   4 4 2
 586 1  15 18 26 19 19   4 4 2
 588 2  19 24 19 11 21   1 1 1
 588 2  17 18 20 20 19   1 1 1
 592 2  26 25 28 29 31   5 6 7
 592 2  28 31 30 31 32   5 6 7
 593 1  24 21 27 22 27   3 5 7
 593 1  26 25 27 19 27   3 5 7
 598 1  18 10 16 10 18   1 3 5
 598 1  22 20 21 15 18   1 3 5
 599 1  18 33 17  9 15   3 3 2
 599 1  18 32 18 20 21   3 3 2
 600 1  18 19 17 11 19   3 3 4
 600 1  22 22 17 14 20   3 3 4
 602 2  13 18 17 18 20   . . .
 602 2  21 18 21 16 22   . . .
 605 2  24 29 21 24 21   4 1 2
 605 2  16 26 23 15 23   4 1 2
 608 2  18 17 22 19 22   3 4 3
 608 2  14 20 20 21 18   3 4 3
 610 2  27 35 29 29 24   3 4 4
 610 2  17 29 19 21 20   3 4 4
 614 2  18 12 18 21 18   1 3 1
 614 2  18 20 17 21 18   1 3 1
 617 1  14 10 14  8 16   3 5 3
 617 1  13 12 16 12 17   3 5 3
 618 2  23 25 17 24 25   1 2 3
 618 2  21 25 25 24 27   1 2 3
 620 1  25 23 26 25 24   4 5 5
 620 1  26 26 24 23 24   4 5 5
 621 1  14 16 20 15 25   2 2 1
 621 1  14 20 24 12 24   2 2 1
 623 2  26 32 23 22 26   6 6 4
