1055 1 111 117 140 121 118 131 5 4 4 5
1055 1 116 98 121 111 108 128 . . 4 5
1056 1 116 116 109 129 104 130 . . . .
1056 1 124 117 109 115 110 128 . . . .
1057 1 . . 137 139 120 109 . . 3 4
1057 1 . . 137 125 143 109 . . 3 4
1058 1 116 97 104 96 100 107 3 3 4 3
1058 1 119 107 104 96 100 114 3 3 4 4
1059 1 82 . 100 115 88 92 . . . .
1059 1 87 . 106 100 100 96 . . . .
1060 1 106 107 119 110 112 123 . . 4 5
1060 1 95 105 102 118 114 101 3 4 4 5
1061 1 103 97 . 86 . 115 3 4 3 3
1061 1 108 101 87 88 96 93 3 4 4 4
1062 1 106 116 98 110 100 100 . . 4 3
1062 1 97 97 109 108 102 101 . . 4 4
1063 1 103 116 . 110 102 107 4 4 3 3
1063 1 100 107 104 100 100 102 4 4 3 3
1064 1 106 89 96 86 100 105 3 3 3 3
1064 1 103 114 109 118 94 106 3 3 3 4
1065 1 108 110 127 122 108 93 3 2 3 2
1065 1 100 101 123 118 112 102 3 3 4 3
1066 1 108 100 143 124 106 121 4 5 3 4
1066 1 122 108 132 124 106 123 5 5 4 4
1067 1 103 . . 118 . 119 4 4 4 4
1067 1 113 . . 115 . 125 4 4 5 5
1068 1 108 116 114 105 118 104 . . . .
1068 1 116 102 121 115 106 102 . . . .
1069 1 92 79 102 84 104 91 . . . .
1069 1 100 75 114 91 98 92 . . . .
1070 1 133 108 135 108 124 107 3 3 3 3
1070 1 116 116 135 115 124 116 4 4 3 3
1071 1 90 100 91 95 102 115 . . . .
1071 1 106 . 98 . 96 105 . . 3 4
1072 1 100 95 84 64 76 98 3 2 4 3
1072 1 97 89 91 88 . 94 3 3 4 4
1073 1 97 113 112 79 82 88 2 2 2 1
1073 1 103 109 98 76 76 80 2 2 1 2
1074 1 119 120 94 100 . 111 4 3 3 4
1074 1 124 101 109 93 . 96 3 3 2 2
1075 1 90 92 81 88 94 99 3 2 3 2
1075 1 95 87 84 100 94 94 3 3 2 1
1076 1 . 85 102 93 102 121 3 3 3 5
1076 1 . 103 91 93 96 112 3 3 3 5
1077 1 108 . . . . . . . . .
1077 1 88 . . . . . . . . .
1078 1 88 87 81 88 110 96 . . . .
1078 1 85 89 71 93 104 91 . . . .
1079 1 . 116 . 122 124 . . . . .
1079 1 . 114 . 129 118 . . . . .
1080 1 103 101 112 93 96 89 . . . .
1080 1 106 107 94 103 . 97 . . . .
1081 1 97 100 119 86 84 . . . . .
1081 1 108 98 91 73 82 . . . . .
1082 1 95 89 89 81 . . . . . .
1082 1 101 102 88 95 . . . . . .
1083 1 108 120 100 66 84 96 4 4 . .
1083 1 106 116 106 95 102 104 . 3 . .
1084 1 111 118 150 95 108 101 4 4 . .
1084 1 113 106 127 115 100 97 3 3 . .
1085 1 119 150 . . . 121 4 4 . .
1085 1 122 150 . . . 123 3 4 . .
1086 1 116 112 106 103 100 85 . . . .
1086 1 128 118 104 115 102 85 . . . .
1087 1 103 95 98 . 92 101 . . . .
1087 1 111 102 94 . 100 112 . . . .
1088 1 92 92 100 . . . . . . .
1088 1 108 87 89 . . . . . . .
1089 1 87 95 114 134 132 124 5 5 . .
1089 1 109 107 112 134 124 118 5 5 . .
1090 1 113 103 112 122 126 95 3 3 . .
1090 1 116 116 116 129 132 104 3 3 . .
1091 1 103 100 91 81 76 99 3 3 . .
1091 1 90 92 87 95 78 87 4 3 . .
1092 1 111 104 112 110 96 105 . . . .
1092 1 108 104 116 110 106 101 . . . .
1093 1 122 . . . . . . . . .
1093 1 103 . . . . . . . . .
1094 1 111 95 104 93 108 . . . . .
1094 1 119 100 98 95 94 . . . . .
1095 1 88 79 106 88 106 89 . . . .
1095 1 88 100 106 96 114 94 . . . .
1096 1 104 . . 88 92 91 2 2 . .
1096 1 87 . . 98 90 90 3 3 . .
1097 1 103 114 117 115 100 120 4 5 . .
1097 1 92 109 109 115 102 118 3 3 . .
1098 1 97 107 117 91 114 113 4 4 . .
1098 1 82 97 111 83 110 105 5 5 . .
1099 1 124 118 119 93 98 109 4 4 . .
1099 1 111 135 119 93 104 106 4 4 . .
1100 1 122 103 109 108 100 104 . . . .
1100 1 113 105 106 120 102 123 4 2 . .
1101 1 103 110 114 118 112 112 5 5 . .
1101 1 108 122 98 110 106 119 . . . .
1102 1 116 . . 110 106 . . . . .
1102 1 . . . . . . . . . .
1103 1 128 110 116 79 106 . . . . .
1103 1 113 131 116 108 112 . . . . .
1104 1 103 104 96 124 114 103 2 2 . .
1104 1 111 89 102 112 126 102 1 2 . .
1105 1 108 101 98 . 108 . . . . .
1105 1 92 107 94 103 94 . . . . .
1106 1 116 134 116 108 106 . . . . .
1106 1 114 122 116 105 108 . . . . .
1107 1 106 105 121 . . 118 . . . .
1107 1 103 117 130 . . 116 . . . .
1108 1 77 120 94 86 100 106 4 4 . .
1108 1 92 120 116 122 114 111 4 4 . .
1109 1 103 . . . . . . . . .
1109 1 103 . . . . . . . . .
1110 1 108 104 104 95 96 . . . . .
1110 1 108 113 102 100 100 . . . . .
1111 1 98 62 74 70 88 . . . . .
1111 1 90 77 83 67 80 . . . . .
1112 1 113 101 100 95 100 . . . . .
1112 1 119 98 119 95 100 . . . . .
1113 1 108 . . . . . . . . .
1113 1 124 . . . . . . . . .
1114 1 108 126 109 115 120 . . . . .
1114 1 124 116 109 118 96 . . . . .
1115 1 112 110 143 124 124 . . . . .
1115 1 116 126 123 144 130 . . . . .
1116 1 95 105 96 84 100 . . . . .
1116 1 108 95 97 84 90 . . . . .
1117 1 111 127 140 137 . . . . . .
1117 1 116 142 130 129 . . . . . .
1118 1 87 87 84 73 96 . . . . .
1118 1 92 89 96 73 90 . . . . .
1119 1 . 116 130 . 120 . . . . .
1119 1 . 120 117 . 118 . . . . .
1120 1 103 108 106 115 120 . . . . .
1120 1 116 102 122 137 118 . . . . .
1121 1 90 97 90 115 94 . . . . .
1121 1 100 83 92 103 106 . . . . .
1122 1 90 74 80 72 86 . . . . .
1122 1 95 100 73 76 98 . . . . .
1123 1 108 92 . 88 84 . . . . .
1123 1 75 71 83 65 100 . . . . .
1124 1 113 118 114 112 124 . . . . .
1124 1 122 116 132 105 118 . . . . .
1125 1 97 87 104 115 112 . . . . .
1125 1 90 91 106 113 102 . . . . .
1126 1 111 98 96 84 94 . . . . .
1126 1 108 87 76 69 88 . . . . .
1127 1 100 . 75 . . . . . . .
1127 1 124 . 85 . . . . . . .
1128 1 106 142 127 . 112 . . . . .
1128 1 108 118 132 . 112 . . . . .
1129 1 106 103 93 88 96 120 3 3 . .
1129 1 85 98 80 93 106 118 3 3 . .
1130 1 100 89 72 57 70 82 . . . .
1130 1 95 81 79 59 70 82 . . . .
1131 1 122 103 . . . 109 3 3 4 3
1131 1 116 103 . . . 104 3 3 . .
1132 1 100 92 96 95 100 97 2 3 3 3
1132 1 92 87 91 103 90 101 3 3 3 3
1133 1 90 98 72 105 96 85 3 4 3 4
1133 1 73 92 66 76 96 79 3 4 3 3
1134 1 103 92 102 86 106 112 3 3 3 4
1134 1 75 95 98 86 102 109 4 4 4 4
1135 1 114 92 90 91 . 118 4 3 . .
1135 1 87 89 80 79 . 102 4 2 . .
1136 1 124 126 121 105 136 122 . . . .
1136 1 118 126 145 131 140 121 5 5 . .
1137 1 85 85 . 57 . 110 5 3 . .
1137 1 . 95 . 81 . 109 . . . .
1138 1 106 114 143 122 112 109 . . . .
1138 1 116 105 143 132 112 111 . . . .
1139 1 113 114 99 95 98 109 4 4 . .
1139 1 113 108 100 88 88 102 3 3 . .
1140 1 111 97 94 95 90 98 2 2 . .
1140 1 116 101 89 100 88 91 4 3 . .
1141 1 103 112 123 . 106 . . . 3 3
1141 1 95 92 123 . 102 . . . 4 4
1142 1 126 101 84 76 78 87 . . . .
1142 1 100 89 77 . 76 77 . . . .
1143 1 90 108 106 100 122 103 3 5 4 4
1143 1 90 112 106 98 110 108 4 5 4 4
1144 1 122 87 93 95 82 74 3 3 3 3
1144 1 111 97 93 100 92 94 3 2 3 3
1145 1 104 100 106 91 94 . . . . .
1145 1 98 98 98 91 90 . . . . .
1146 1 95 89 104 88 88 92 2 1 . .
1146 1 112 98 111 . 90 91 2 2 . .
1147 1 100 89 69 66 . . . . . .
1147 1 103 95 66 64 84 . . . . .
1148 1 107 95 80 . 90 . . . . .
1148 1 95 85 96 . 73 . . . . .
1149 1 131 98 121 91 88 103 3 3 3 3
1149 1 122 97 94 98 96 100 4 3 3 3
1150 1 90 . . . . . . . . .
1150 1 95 . . . . . . . . .
1151 1 109 . 106 98 88 100 3 2 . .
1151 1 107 . 100 84 88 88 3 3 . .
1152 1 108 93 72 86 90 96 3 2 3 4
1152 1 122 . 84 66 102 88 3 2 2 2
1153 1 92 100 114 108 106 101 3 3 . .
1153 1 84 97 111 115 112 92 3 3 . .
1154 1 97 81 88 86 90 87 3 2 . .
1154 1 92 . 79 73 82 90 3 3 . .
1155 1 108 110 112 118 108 106 3 4 . .
1155 1 108 101 114 118 100 101 3 4 . .
1156 1 100 108 123 113 100 118 . . . .
1156 1 100 87 123 98 108 118 . . . .
1157 1 48 69 57 57 60 61 . . . .
1157 1 68 52 61 . 58 69 . . . .
1158 1 109 103 119 115 108 . . . . .
1158 1 104 110 119 115 108 . . . . .
1159 1 111 114 123 108 96 110 3 3 . .
1159 1 126 116 112 113 112 102 4 3 . .
1160 1 113 128 137 100 . 124 3 4 . .
1160 1 92 126 127 118 . 122 4 3 . .
1161 1 111 117 140 137 132 127 4 4 . .
1161 1 108 118 145 122 120 134 4 4 . .
1162 1 85 87 88 73 102 98 3 3 . .
1162 1 97 92 98 88 102 102 3 3 . .
1163 1 124 107 114 115 114 109 3 3 . .
1163 1 108 108 117 108 124 112 3 3 . .
1164 1 119 150 123 . 114 141 5 5 . .
1164 1 131 131 119 . 132 120 5 5 . .
1165 1 111 92 96 88 96 106 3 3 2 2
1165 1 100 98 102 93 96 101 3 2 3 3
1166 1 106 101 116 118 138 124 4 4 . .
1166 1 113 93 127 122 124 126 . . . .
1167 1 108 81 104 92 84 101 . . . .
1167 1 97 68 114 92 100 97 . . . .
1168 1 85 . 77 93 76 96 . . . .
1168 1 95 74 90 78 88 92 3 3 . .
1169 1 111 104 109 122 100 112 3 2 . .
1169 1 111 97 109 108 94 114 3 2 2 2
1170 1 113 93 . . . . 2 2 . .
1170 1 108 85 . . . . . . . .
1171 1 95 103 98 115 102 126 4 4 . .
1171 1 108 103 94 108 102 118 5 5 . .
1172 1 . . . . . . . . . .
1172 1 100 77 . 96 . . . . . .
1173 1 88 101 112 134 102 114 4 4 . .
1173 1 92 113 123 115 108 118 . . . .
1174 1 92 101 99 86 94 87 . . . .
1174 1 104 103 111 100 82 96 . . . .
1175 1 92 124 137 127 116 102 . . . .
1175 1 103 120 123 113 122 109 . . . .
1176 1 108 103 127 125 108 108 3 3 . .
1176 1 108 120 137 118 118 111 4 4 . .
1177 1 106 81 96 95 96 78 . . . .
1177 1 113 97 116 108 96 78 . . . .
1178 1 128 . 140 . . . . . . .
1178 1 139 . 135 . . . . . . .
1179 1 88 108 87 97 94 91 3 2 . .
1179 1 108 98 93 82 94 96 3 3 . .
1180 1 108 108 127 110 112 105 3 3 . .
1180 1 122 122 109 . 106 116 4 3 . .
1181 1 85 58 69 . 73 90 1 1 . .
1181 1 92 66 63 . 71 87 2 1 . .
1182 1 70 57 72 . . 87 1 1 . .
1182 1 70 70 69 . . 89 1 1 . .
1183 1 111 122 112 . . 129 . . . .
1183 1 106 117 119 . . 130 . . . .
1184 1 103 117 150 125 112 123 5 4 . .
1184 1 122 118 137 129 114 105 . 4 . .
1185 1 116 114 106 . 98 101 3 3 . .
1185 1 100 97 119 . . 100 4 4 . .
1186 1 92 83 100 86 108 91 2 2 . .
1186 1 103 75 89 93 96 92 . . . .
1187 1 103 112 109 108 110 114 5 5 . .
1187 1 111 105 107 115 110 124 5 5 . .
1188 1 95 . 74 86 90 86 . . . .
1188 1 92 . 76 95 100 81 . . . .
1189 1 92 110 106 120 108 117 4 3 . .
1189 1 98 117 116 110 120 113 3 4 . .
1190 1 108 107 116 148 124 96 . . . .
1190 1 113 105 132 122 118 87 . . . .
1191 1 97 128 130 125 139 121 . . . .
1191 1 103 150 140 129 126 107 . . . .
1192 1 98 . 98 95 100 85 2 2 . .
1192 1 84 . 88 104 102 92 2 2 . .
1193 1 95 92 100 93 102 96 . . . .
1193 1 107 . 100 93 106 105 . . . .
1194 1 112 97 116 108 120 126 5 4 . .
1194 1 109 101 109 123 108 113 3 4 . .
1195 1 82 77 80 . . . . . . .
1195 1 80 70 78 . . . . . . .
1196 1 103 97 109 100 96 107 . . . .
1196 1 90 107 98 84 96 91 . . . .
1197 1 90 . . . . 91 . . . .
1197 1 92 . . . . 100 . . . .
1198 1 87 122 121 . . 120 . . . .
1198 1 87 108 111 . . 99 . . . .
1199 1 111 . . 68 . . 3 4 . .
1199 1 111 . . 68 . . 3 3 . .
1200 1 88 112 125 112 114 123 . . . .
1200 1 82 110 114 110 100 112 . . . .
1201 1 85 . 70 . . . . . . .
1201 1 95 . 80 . . . . . . .
1202 1 100 140 143 141 149 133 3 4 . .
1202 1 106 124 150 151 132 124 4 5 . .
1203 1 56 66 79 73 76 94 2 1 . .
1203 1 84 72 64 . 82 80 2 1 . .
1204 1 116 97 94 93 102 117 4 2 . .
1204 1 116 92 94 88 106 116 3 3 . .
1205 1 106 95 109 95 90 107 2 3 . .
1205 1 106 100 106 100 96 121 3 3 . .
1206 1 108 142 150 100 108 121 . . . .
1206 1 111 150 135 98 108 112 . . . .
1207 1 97 111 91 98 96 104 3 3 . .
1207 1 111 113 116 105 106 117 3 4 . .
1208 1 65 112 104 122 120 . . . . .
1208 1 124 117 102 108 120 . . . . .
1209 1 113 87 107 95 104 92 . . . .
1209 1 126 102 111 110 116 95 . . . .
1210 1 119 111 139 117 128 . . . . .
1210 1 111 104 133 119 112 . . . . .
1211 1 103 101 100 95 108 . . . . .
1211 1 116 102 107 95 102 . . . . .
1212 1 113 87 63 84 88 . . . . .
1212 1 97 68 81 62 74 . . . . .
1213 1 108 95 114 117 102 118 3 4 . .
1213 1 119 102 111 100 96 111 4 4 . .
1214 1 121 95 . . 102 . . . . .
1214 1 107 89 . . 108 . . . . .
1215 1 104 101 107 110 106 . . . . .
1215 1 107 95 104 105 110 . . . . .
1216 1 82 64 83 117 . . . . . .
1216 1 80 91 88 88 . . . . . .
1217 1 70 69 . . . . . . . .
1217 1 73 76 . . . . . . . .
1218 1 111 60 . . . . . . . .
1218 1 95 56 . . . . . . . .
1219 1 103 89 81 100 108 . . . . .
1219 1 92 71 84 93 102 . . . . .
1220 1 116 124 104 103 102 . . . . .
1220 1 114 120 133 . 112 . . . . .
1221 1 114 114 114 129 130 . . . . .
1221 1 95 117 100 125 136 . . . . .
1222 1 84 103 114 115 106 . . . . .
1222 1 124 105 106 108 102 . . . . .
1223 1 112 98 106 93 94 . . . . .
1223 1 114 97 87 108 100 . . . . .
1224 1 126 109 111 122 118 . . . . .
1224 1 112 106 133 129 96 . . . . .
1225 1 126 140 127 122 128 . . . . .
1225 1 106 124 119 115 110 . . . . .
1226 1 116 108 135 115 112 . . . . .
1226 1 101 120 125 110 124 . . . . .
1227 1 126 109 90 127 118 . . . . .
1227 1 119 116 107 115 106 . . . . .
1228 1 . 52 81 69 94 . . . . .
1228 1 . . 85 76 84 . . . . .
1229 1 126 135 145 98 94 . . . . .
1229 1 111 126 130 105 100 . . . . .
1230 1 119 116 150 105 102 . . . . .
1230 1 111 116 121 110 118 . . . . .
1231 1 113 97 102 . . . . . . .
1231 1 95 97 94 . . . . . . .
1232 1 100 98 119 . 120 . . . . .
1232 1 94 108 116 . 120 . . . . .
2001 2 128 . 96 118 108 114 4 4 4 5
2001 2 106 . 98 108 102 113 4 4 3 3
2002 2 117 . 76 64 84 83 3 4 3 3
2002 2 103 . 79 66 70 75 4 3 3 .
2003 2 128 . 150 129 124 125 3 3 3 3
2003 2 115 . 116 95 114 102 3 3 . .
2004 2 109 . 143 115 . 107 . 4 3 3
2004 2 93 . 127 110 . 115 4 4 3 1
2005 2 117 . 98 93 108 107 4 4 . .
2005 2 98 . 91 88 118 100 3 3 . .
2006 2 115 . 109 125 112 109 4 4 . .
2006 2 106 . 102 108 136 112 4 4 . .
2007 2 98 . 102 108 94 103 4 4 . .
2007 2 98 . 96 100 88 86 3 2 4 2
2008 2 115 . 132 129 130 143 5 4 5 5
2008 2 106 . 127 103 112 126 4 3 4 3
2009 2 112 . 127 125 112 118 . . . .
2009 2 103 . 109 118 130 118 . . . .
2010 2 103 . 100 93 108 99 3 3 3 4
2010 2 115 . 112 86 96 93 3 3 3 3
2011 2 93 . 93 64 70 80 3 1 2 1
2011 2 93 . 80 93 88 98 . . 4 3
2012 2 98 . 143 110 108 111 . . 2 3
2012 2 109 . 106 118 130 131 . . 4 4
2013 2 103 . . 108 114 118 5 5 . .
2013 2 96 . 93 100 100 109 3 3 . .
2014 2 . . 69 73 72 96 2 2 . .
2014 2 . . 80 90 88 97 2 2 1 1
2015 2 . . 106 . 90 105 3 2 . .
2015 2 . . 84 88 102 99 2 1 . .
2016 2 115 . 91 100 96 108 3 3 3 3
2016 2 103 . 109 129 106 124 3 3 3 4
2017 2 109 . 100 . 94 91 . . . .
2017 2 103 . 106 . 100 87 . . . .
2018 2 86 . 85 . . 76 . . 3 2
2018 2 91 . 89 . . 92 . . 3 3
2019 2 103 . 112 118 112 103 . . . .
2019 2 98 . 114 86 94 101 . . . .
2020 2 100 . 96 100 100 109 . . . .
2020 2 109 . 93 115 100 107 3 3 . .
2021 2 98 . 79 81 . 96 4 4 . .
2021 2 93 . 96 81 . 100 4 4 . .
2022 2 91 . 123 88 88 78 2 2 2 2
2022 2 89 . 127 110 100 102 3 4 3 3
2023 2 103 . 143 122 120 129 3 4 3 5
2023 2 103 . 127 139 114 134 4 2 4 4
2024 2 119 . 91 113 106 109 3 3 . .
2024 2 103 . 80 91 106 101 4 4 . .
2025 2 . . . . 118 115 . . 4 5
2025 2 . . . . 112 133 4 4 4 3
2026 2 . . . . 84 . . . . .
2026 2 . . . . 88 . 3 3 . .
2027 2 . . . . 124 110 3 4 5 5
2027 2 . . . . 106 115 . . 4 4
2028 2 . . . . 124 112 . . . .
2028 2 . . . . 100 96 . . . .
2029 2 . . . . 100 . . . . .
2029 2 . . . . 94 . . . . .
2030 2 92 83 85 120 118 101 3 3 2 3
2030 2 103 . 91 98 100 102 3 3 3 2
2031 2 77 48 71 98 . . . . . .
2031 2 88 93 102 127 . . . . . .
2032 2 145 112 119 . . 144 5 4 . .
2032 2 90 92 87 . . 96 2 1 . .
2033 2 108 70 89 64 94 105 3 5 3 3
2033 2 100 68 84 81 100 104 3 3 3 3
2034 2 116 100 109 100 100 100 3 2 . .
2034 2 100 97 109 93 78 105 2 1 . .
2035 2 119 . 119 118 102 101 3 4 3 3
2035 2 97 . 127 100 94 91 3 5 3 4
2036 2 97 85 84 . . . . . . .
2036 2 103 95 116 . . . . . . .
2037 2 108 118 127 115 120 123 3 1 3 3
2037 2 133 140 137 113 102 119 . . 3 2
2038 2 97 92 84 100 106 109 . . 3 3
2038 2 85 85 85 93 112 116 . . 4 4
2039 2 92 104 104 88 106 118 5 5 4 5
2039 2 122 106 106 115 108 115 4 4 5 5
2040 2 103 118 116 115 98 80 . . . .
2040 2 103 118 116 81 94 85 . . . .
2041 2 95 118 130 115 100 124 5 5 . .
2041 2 109 127 109 93 108 131 5 5 . .
2042 2 108 118 . . . 109 . . 4 5
2042 2 106 105 . . . 107 4 4 4 4
2043 2 95 101 96 95 108 110 3 3 3 3
2043 2 90 97 89 81 94 116 3 3 4 3
2044 2 104 95 89 108 100 109 . . 3 3
2044 2 95 93 102 81 88 88 . . . .
2045 2 97 69 61 . . . . . . .
2045 2 103 89 79 . 54 . . . . .
2046 2 124 122 123 103 100 110 3 3 3 4
2046 2 111 114 112 126 88 102 4 4 3 3
2047 2 107 108 97 105 100 99 3 2 . .
2047 2 92 126 114 110 100 105 3 3 . .
2048 2 116 105 104 110 100 131 3 3 5 5
2048 2 113 97 93 81 94 105 4 4 . .
2049 2 122 118 137 125 . 127 4 4 5 4
2049 2 113 131 137 122 . 122 4 3 4 4
2050 2 92 103 112 120 114 104 . . . .
2050 2 100 114 102 127 100 101 . . . .
2051 2 111 108 . 113 . 129 4 3 5 4
2051 2 116 135 . 129 . 139 4 4 5 5
2052 2 124 122 132 103 100 . . . . .
2052 2 116 105 143 110 102 . . . . .
2053 2 100 107 109 105 102 116 . . 4 4
2053 2 . 105 87 110 96 113 3 3 . .
2054 2 97 100 114 95 82 92 3 2 3 1
2054 2 100 95 116 122 100 115 . . 2 2
2055 2 61 105 109 91 114 101 4 4 4 4
2055 2 77 81 . 69 108 91 3 3 3 4
2056 2 92 69 66 64 86 80 . . . .
2056 2 77 85 . 84 . 82 . . . .
2057 2 100 92 112 81 92 102 . . . .
2057 2 122 100 119 95 88 111 . . . .
2058 2 95 92 89 81 90 93 3 2 . .
2058 2 95 100 83 103 94 96 3 2 . .
2059 2 108 108 132 100 100 100 . . . .
2059 2 97 105 106 95 106 118 . . . .
2060 2 124 105 125 106 114 118 3 3 4 4
2060 2 104 126 140 111 112 112 3 2 2 3
2061 2 108 112 102 93 96 112 3 3 4 3
2061 2 100 118 85 110 112 114 4 3 3 3
2062 2 142 150 150 139 132 123 3 3 4 4
2062 2 131 131 150 129 136 114 3 2 3 3
2063 2 113 97 143 118 114 112 4 4 5 5
2063 2 113 113 119 129 130 102 3 3 4 4
2064 2 82 120 109 151 118 115 4 4 . .
2064 2 95 142 132 134 136 123 3 4 . .
2065 2 92 89 127 115 124 120 4 5 5 5
2065 2 97 101 106 122 106 126 4 3 5 3
2066 2 116 102 121 115 112 117 . . . .
2066 2 85 87 109 100 106 113 . . . .
2067 2 103 71 116 100 106 117 . . . .
2067 2 106 107 71 88 112 103 5 3 . .
2068 2 128 114 114 103 100 96 . . 4 4
2068 2 128 105 96 108 100 105 . . 4 5
2069 2 . . 127 118 112 116 . . . .
2069 2 . . 150 133 120 123 5 4 . .
2070 2 104 103 112 78 90 102 2 2 . .
2070 2 104 95 91 86 96 92 2 2 . .
2071 2 104 . 89 66 80 91 3 2 . .
2071 2 112 . 87 110 98 130 5 5 . .
2072 2 124 . 130 122 134 129 5 5 . .
2072 2 111 . 130 108 112 125 3 4 . .
2073 2 95 103 106 88 86 89 4 4 . .
2073 2 104 114 119 91 96 110 4 5 . .
2074 2 92 . 112 . . 132 . . . .
2074 2 95 . 106 . . 120 . . . .
2075 2 100 97 . . . 122 . . . .
2075 2 92 79 . . . 102 . . . .
2076 2 136 110 102 115 108 100 3 3 . .
2076 2 126 108 127 110 106 96 3 3 . .
2077 2 90 93 91 . 70 96 . . . .
